state,action,q_value
"[[0, 'O', 'X'], ['X', 'O', 0], [0, 'X', 'O']]",1,-0.1
"[[0, 'O', 'X'], ['X', 'O', 0], [0, 'X', 'O']]",6,0.0
"[[0, 'X', 0], [0, 0, 'O'], ['O', 'X', 'X']]",3,0.0
"[[0, 'X', 0], [0, 0, 'O'], ['O', 'X', 'X']]",4,0.0
"[[0, 0, 0], ['O', 0, 'X'], ['X', 'O', 'X']]",1,0.0
"[[0, 0, 0], ['O', 0, 'X'], ['X', 'O', 'X']]",2,-0.0008100000000000002
"[['O', 0, 0], ['O', 0, 'X'], ['X', 'O', 'X']]",3,0.4045229171296198
"[['O', 0, 0], ['O', 0, 'X'], ['X', 'O', 'X']]",5,0.8999249425052831
"[['O', 0, 0], ['O', 0, 'X'], ['X', 'O', 'X']]",2,0.8994335604754005
"[[0, 'O', 'X'], ['X', 0, 'O'], ['O', 0, 0]]",8,0.0
"[[0, 'O', 'X'], ['X', 0, 'O'], ['O', 'X', 0]]",5,0.0
"[[0, 'O', 'X'], ['X', 'O', 'O'], ['O', 'X', 0]]",9,0.0
"[[0, 'O', 'X'], ['X', 'O', 'O'], ['O', 'X', 'X']]",1,0.05
"[['O', 'X', 0], [0, 0, 0], ['O', 'X', 'X']]",6,0.009000000000000001
"[[0, 'O', 0], [0, 'X', 0], ['O', 0, 0]]",6,0.8099985502582177
"[[0, 'O', 0], [0, 'X', 0], ['O', 0, 0]]",3,0.0
"[[0, 'O', 0], [0, 'X', 0], ['O', 0, 0]]",8,0.0
"[[0, 'O', 0], [0, 'X', 0], ['O', 0, 0]]",1,0.0
"[[0, 'O', 0], [0, 'X', 0], ['O', 0, 0]]",4,0.0
"[[0, 'O', 0], [0, 'X', 'X'], ['O', 0, 0]]",8,0.8999984216424678
"[[0, 'O', 0], [0, 'X', 'X'], ['O', 0, 0]]",4,0.723654623125696
"[[0, 'O', 0], [0, 'X', 'X'], ['O', 0, 0]]",9,0.8999985360236595
"[[0, 'O', 0], [0, 'X', 'X'], ['O', 0, 0]]",3,0.8999973466713318
"[[0, 'O', 0], [0, 'X', 'X'], ['O', 0, 0]]",1,0.8928207478756585
"[[0, 'O', 0], [0, 'X', 'X'], ['O', 'O', 0]]",4,0.9999999999999953
"[['X', 0, 'X'], [0, 0, 0], ['O', 0, 'O']]",2,0.1
"[['X', 'O', 'X'], [0, 0, 0], ['O', 0, 'O']]",8,0.0
"[['X', 'O', 'X'], [0, 0, 0], ['O', 'X', 'O']]",4,0.0
"[['X', 'O', 'X'], [0, 0, 0], ['O', 'X', 'O']]",6,0.0010975500000000003
"[['X', 'O', 'X'], ['O', 0, 0], ['O', 'X', 'O']]",6,0.0
"[['X', 'O', 'X'], ['O', 0, 'X'], ['O', 'X', 'O']]",5,0.20475500000000002
"[['X', 'O', 0], [0, 0, 'O'], ['O', 0, 'X']]",4,0.7816127478415912
"[['X', 'O', 0], ['X', 0, 'O'], ['O', 0, 'X']]",5,0.2239139363482658
"[['X', 'O', 0], ['X', 0, 'O'], ['O', 0, 'X']]",3,0.8786972309448068
"[['X', 'O', 0], ['X', 0, 'O'], ['O', 0, 'X']]",8,0.8745395549390977
"[['X', 'O', 0], ['X', 'O', 'O'], ['O', 0, 'X']]",3,-0.009000000000000001
"[['X', 'O', 0], ['X', 'O', 'O'], ['O', 0, 'X']]",8,0.23544695319024297
"[['O', 'X', 'O'], [0, 'X', 0], ['O', 0, 0]]",9,0.0
"[['O', 'X', 'O'], [0, 'X', 0], ['O', 0, 0]]",6,0.0
"[['O', 'X', 'O'], [0, 'X', 0], ['O', 0, 'X']]",8,0.0
"[['O', 'X', 'O'], [0, 'X', 0], ['O', 'O', 'X']]",4,0.0171
"[[0, 0, 'O'], ['X', 0, 'X'], ['O', 0, 'O']]",2,0.0
"[[0, 'X', 'O'], ['X', 0, 'X'], ['O', 0, 'O']]",8,-0.1
"[[0, 'X', 'O'], ['X', 0, 'X'], ['O', 0, 'O']]",1,0.0
"[['X', 'X', 0], ['O', 0, 0], [0, 'O', 0]]",3,0.1
"[['X', 'X', 'O'], ['O', 0, 'X'], [0, 'O', 0]]",9,0.0
"[['X', 'X', 'O'], ['O', 0, 'X'], [0, 'O', 'O']]",7,0.0045000000000000005
"[[0, 0, 'O'], [0, 'O', 'X'], ['X', 0, 'X']]",1,0.27237880782
"[[0, 0, 'O'], [0, 'O', 'X'], ['X', 0, 'X']]",8,-0.005346258153176914
"[[0, 0, 'O'], [0, 'O', 'X'], ['X', 0, 'X']]",4,0.37383377353589703
"[[0, 0, 'O'], [0, 'O', 'X'], ['X', 0, 'X']]",2,-0.03957135549607801
"[['O', 0, 'O'], [0, 'O', 'X'], ['X', 0, 'X']]",8,0.68618940391
"[[0, 'X', 'O'], [0, 0, 'X'], ['O', 0, 'X']]",8,0.0
"[[0, 'X', 'O'], [0, 0, 'X'], ['O', 0, 'X']]",5,-0.1
"[[0, 'X', 'O'], ['X', 0, 'X'], ['O', 'O', 'X']]",1,-0.0171
"[[0, 'X', 0], [0, 0, 'O'], ['X', 'O', 'X']]",3,0.0
"[[0, 'X', 0], ['O', 'O', 'X'], [0, 0, 'X']]",1,0.0
"[['O', 'X', 0], ['O', 'O', 'X'], [0, 'X', 'X']]",3,0.0
"[['O', 'X', 'O'], ['O', 'O', 'X'], [0, 'X', 'X']]",7,0.19
"[['O', 'X', 0], [0, 'O', 0], ['O', 0, 'X']]",6,0.0
"[['O', 'X', 0], [0, 'O', 'X'], ['O', 0, 'X']]",4,-0.1
"[[0, 'O', 0], [0, 'X', 0], ['O', 'O', 'X']]",1,0.9999999999999996
"[[0, 0, 'O'], ['O', 'O', 0], ['X', 0, 'X']]",8,0.9999999999999996
"[[0, 0, 'O'], ['X', 'X', 0], ['O', 0, 'O']]",8,0.8099998703090531
"[[0, 0, 'O'], ['X', 'O', 'X'], ['X', 'O', 'X']]",1,-0.14841722018186831
"[[0, 0, 'O'], ['X', 'O', 'X'], ['X', 'O', 'X']]",2,-0.271
"[[0, 0, 0], ['X', 0, 0], [0, 'O', 'O']]",6,0.8097446625014646
"[[0, 0, 0], ['X', 0, 0], [0, 'O', 'O']]",3,0.0
"[[0, 0, 0], ['X', 0, 0], [0, 'O', 'O']]",1,0.0
"[[0, 0, 0], ['X', 0, 0], [0, 'O', 'O']]",7,0.0
"[[0, 'X', 0], [0, 'O', 'O'], ['X', 'O', 'X']]",4,-0.1
"[[0, 0, 'O'], ['O', 'O', 'X'], ['X', 0, 'X']]",8,0.7941088679053511
"[['O', 'O', 0], [0, 'O', 0], [0, 'X', 'X']]",7,0.1
"[['O', 0, 0], ['O', 'O', 'X'], ['X', 'O', 'X']]",2,0.0
"[['O', 0, 0], ['O', 'O', 'X'], ['X', 'O', 'X']]",3,0.9999999999999996
"[['O', 'X', 0], ['O', 'O', 'X'], ['X', 'O', 'X']]",3,0.49999583237579104
"[['X', 0, 0], [0, 'O', 0], [0, 'O', 'X']]",6,0.0
"[['X', 0, 0], [0, 'O', 0], [0, 'O', 'X']]",7,-0.0008100000000000002
"[['X', 0, 0], [0, 'O', 0], [0, 'O', 'X']]",2,0.8099999999999987
"[['X', 0, 0], [0, 'O', 0], [0, 'O', 'X']]",3,-0.009000000000000001
"[['X', 0, 0], [0, 'O', 0], [0, 'O', 'X']]",4,0.0
"[['X', 0, 0], [0, 'O', 'X'], [0, 'O', 'X']]",4,0.0
"[['X', 0, 0], [0, 'O', 'X'], [0, 'O', 'X']]",3,-0.0171
"[['X', 0, 0], [0, 'O', 'X'], [0, 'O', 'X']]",2,-0.34390000000000004
"[['X', 0, 0], ['O', 'O', 'X'], ['X', 'O', 'X']]",3,-0.03720313913034712
"[['X', 0, 0], ['O', 'O', 'X'], ['X', 'O', 'X']]",2,-0.5217031000000001
"[[0, 'O', 0], [0, 0, 'X'], ['X', 'O', 'X']]",4,0.0
"[[0, 'O', 0], [0, 0, 'X'], ['X', 'O', 'X']]",5,-0.1
"[[0, 'O', 0], ['O', 0, 'X'], ['X', 'O', 'X']]",1,-0.009000000000000001
"[[0, 'O', 0], ['O', 0, 'X'], ['X', 'O', 'X']]",5,-0.0008100000000000002
"[['X', 'O', 0], ['O', 0, 'X'], ['X', 'O', 'X']]",5,-0.19
"[['X', 'O', 0], ['O', 0, 'X'], ['X', 'O', 'X']]",3,0.009810000000000003
"[['O', 'X', 'O'], [0, 'X', 'X'], ['O', 0, 0]]",9,0.008100000000000001
"[[0, 0, 'O'], [0, 'X', 0], [0, 0, 'O']]",1,0.0
"[['X', 'X', 'O'], [0, 'X', 0], ['O', 0, 'O']]",6,-0.1
"[['O', 'X', 'O'], [0, 0, 0], [0, 'O', 'X']]",5,0.0
"[['O', 'X', 'O'], ['O', 'X', 0], [0, 'O', 'X']]",6,-0.009000000000000001
"[[0, 'O', 0], ['O', 'O', 0], ['X', 0, 'X']]",8,0.9999999999999996
"[[0, 0, 'O'], [0, 'X', 'O'], ['X', 'O', 'X']]",2,0.0
"[[0, 0, 'O'], [0, 'X', 'O'], ['X', 'O', 'X']]",4,0.0
"[[0, 0, 'O'], [0, 'X', 'O'], ['X', 'O', 'X']]",1,0.46855900000000006
"[[0, 'X', 'O'], [0, 'X', 'O'], ['X', 'O', 'X']]",4,0.0045000000000000005
"[['O', 'X', 0], [0, 'X', 'O'], ['X', 'O', 'X']]",4,0.016245000000000002
"[['X', 0, 0], [0, 'O', 0], ['O', 'O', 'X']]",4,0.0
"[['X', 0, 0], [0, 'O', 0], ['O', 'O', 'X']]",3,0.8044630715536223
"[[0, 0, 0], [0, 'O', 'X'], ['O', 'O', 'X']]",1,-0.009000000000000001
"[[0, 0, 0], [0, 'O', 'X'], ['O', 'O', 'X']]",2,0.0
"[[0, 0, 0], [0, 'O', 'X'], ['O', 'O', 'X']]",4,0.0
"[[0, 0, 0], [0, 'O', 'X'], ['O', 'O', 'X']]",3,0.9999999999999996
"[['X', 0, 0], [0, 'O', 'X'], ['O', 'O', 'X']]",2,-0.19
"[['X', 0, 0], [0, 'O', 'X'], ['O', 'O', 'X']]",3,0.19
"[[0, 'O', 'X'], [0, 0, 'O'], [0, 0, 0]]",9,0.0
"[[0, 'O', 'X'], [0, 0, 'O'], [0, 0, 'X']]",5,0.0
"[[0, 'O', 'X'], [0, 'O', 'O'], ['X', 0, 'X']]",8,-0.1
"[[0, 0, 0], ['O', 0, 'X'], ['O', 'X', 'X']]",2,0.0
"[[0, 'O', 0], ['O', 0, 'X'], ['O', 'X', 'X']]",1,0.0
"[['X', 'O', 0], ['O', 0, 'X'], ['O', 'X', 'X']]",5,0.009000000000000001
"[['X', 'O', 0], ['O', 0, 'X'], ['O', 'X', 'X']]",3,-0.025659329769900003
"[[0, 0, 'O'], [0, 'X', 0], ['O', 0, 'X']]",6,0.899999999999991
"[[0, 0, 'O'], [0, 'X', 0], ['O', 0, 'X']]",8,0.8999999999997685
"[[0, 0, 'O'], [0, 'X', 0], ['O', 0, 'X']]",4,0.7289945888125591
"[[0, 0, 'O'], [0, 'X', 0], ['O', 0, 'X']]",1,0.7239164621755101
"[[0, 0, 'O'], [0, 'X', 0], ['O', 0, 'X']]",2,0.7289950236742826
"[[0, 0, 'O'], [0, 'X', 'X'], ['O', 0, 'X']]",2,0.0
"[['O', 0, 'O'], [0, 0, 'O'], ['X', 0, 'X']]",2,0.0
"[['O', 0, 'O'], [0, 0, 'O'], ['X', 0, 'X']]",5,-0.009000000000000001
"[['O', 0, 'O'], [0, 0, 'O'], ['X', 0, 'X']]",8,0.9999999999999996
"[[0, 'O', 'O'], [0, 'X', 0], ['X', 'O', 'X']]",4,0.8999999999231075
"[[0, 'O', 'O'], [0, 'X', 0], ['X', 'O', 'X']]",1,-0.9999999999235759
"[[0, 'O', 'O'], [0, 'X', 0], ['X', 'O', 'X']]",6,0.8999999996820097
"[[0, 'O', 'O'], ['O', 'X', 0], ['X', 'O', 'X']]",1,0.9999999999999996
"[['O', 0, 'O'], ['O', 'X', 'O'], ['X', 0, 'X']]",2,0.4499999999998597
"[[0, 0, 'O'], [0, 0, 'X'], [0, 'O', 0]]",1,0.0
"[['X', 0, 'O'], [0, 0, 'X'], [0, 'O', 0]]",5,0.0
"[[0, 0, 0], ['O', 'X', 0], ['O', 'X', 'X']]",2,0.0
"[[0, 0, 0], ['O', 'X', 0], ['O', 'X', 'X']]",1,-0.1
"[[0, 'O', 0], ['O', 'X', 0], ['O', 'X', 'X']]",6,-0.0005751000000000002
"[[0, 'O', 0], ['O', 'X', 0], ['O', 'X', 'X']]",1,-0.1
"[[0, 'O', 0], ['O', 'X', 'X'], ['O', 'X', 'X']]",3,-0.0025020000000000016
"[[0, 'O', 0], [0, 'X', 'X'], ['O', 0, 'X']]",8,0.10283850000000001
"[['O', 'X', 0], [0, 0, 'O'], ['O', 0, 'X']]",3,-7.290000000000002e-05
"[['X', 'O', 'O'], [0, 0, 'O'], [0, 0, 'X']]",5,0.19
"[['X', 'X', 0], [0, 'O', 0], [0, 'O', 'X']]",7,0.899999999999999
"[['X', 'X', 0], [0, 'O', 0], [0, 'O', 'X']]",6,0.899999999999999
"[['X', 'X', 0], [0, 'O', 0], [0, 'O', 'X']]",4,0.6681082211105505
"[['X', 'X', 0], [0, 'O', 0], [0, 'O', 'X']]",3,0.7289999999770511
"[['X', 'X', 0], [0, 'O', 0], ['O', 'O', 'X']]",6,0.0
"[['X', 'X', 0], [0, 'O', 0], ['O', 'O', 'X']]",4,0.0
"[['X', 'X', 0], [0, 'O', 0], ['O', 'O', 'X']]",3,0.9999999999999996
"[['X', 'X', 0], [0, 'O', 'X'], ['O', 'O', 'X']]",4,0.009000000000000001
"[['X', 'X', 0], ['O', 'O', 'X'], ['O', 'O', 'X']]",3,0.9999998561507802
"[['X', 0, 'O'], ['O', 'O', 'X'], [0, 0, 'X']]",2,-0.009000000000000001
"[['X', 0, 'O'], ['O', 'O', 'X'], [0, 0, 'X']]",8,0.8099999999999987
"[['X', 0, 'O'], ['O', 'O', 'X'], [0, 0, 'X']]",7,-0.009319862483750448
"[['X', 'X', 'O'], ['O', 'O', 'X'], [0, 0, 'X']]",7,-0.19
"[['X', 'X', 'O'], ['O', 'O', 'X'], [0, 0, 'X']]",8,-0.002348550000000002
"[[0, 0, 0], [0, 'X', 'O'], ['X', 'O', 0]]",2,0.0
"[[0, 'O', 0], [0, 'X', 'O'], ['X', 'O', 0]]",9,0.0
"[[0, 'O', 0], [0, 'X', 'O'], ['X', 'O', 'X']]",4,0.0
"[[0, 'O', 0], [0, 'X', 'O'], ['X', 'O', 'X']]",3,0.6125795110000001
"[[0, 'O', 0], ['O', 'X', 'O'], ['X', 'O', 'X']]",1,0.9999999986724624
"[['O', 0, 'O'], [0, 'X', 'X'], [0, 'O', 0]]",7,0.0
"[['O', 0, 'O'], [0, 'X', 'X'], ['X', 'O', 0]]",2,-0.1
"[['O', 'O', 'X'], ['O', 0, 0], [0, 0, 'X']]",5,0.8099760594002203
"[['O', 'O', 'X'], ['O', 'X', 0], [0, 0, 'X']]",8,0.8999810595634414
"[['O', 'O', 'X'], ['O', 'X', 0], [0, 0, 'X']]",6,0.899891228676469
"[['O', 'O', 'X'], ['O', 'X', 0], [0, 0, 'X']]",7,-0.9999550180377524
"[['X', 0, 0], [0, 'O', 0], ['X', 'O', 'X']]",6,-0.009000000000000001
"[['X', 0, 0], [0, 'O', 0], ['X', 'O', 'X']]",4,0.0
"[['X', 0, 'X'], [0, 'O', 'O'], ['X', 'O', 'X']]",4,-0.19
"[['X', 0, 'X'], [0, 'O', 'O'], ['X', 'O', 'X']]",2,-0.271
"[['X', 'O', 'O'], [0, 0, 0], [0, 'X', 'X']]",5,0.0
"[['X', 'O', 'O'], [0, 0, 0], [0, 'X', 'X']]",6,0.0
"[['X', 'O', 0], ['O', 0, 0], ['O', 'X', 'X']]",3,0.0015390000000000002
"[['X', 'O', 0], ['O', 0, 0], ['O', 'X', 'X']]",6,0.0
"[['X', 'O', 'X'], ['O', 0, 0], ['O', 'X', 'X']]",5,0.0171
"[['X', 'O', 'X'], ['O', 0, 0], ['O', 'X', 'X']]",6,0.0075339000000000005
"[[0, 'O', 'O'], ['X', 0, 0], ['X', 'O', 0]]",9,0.0
"[[0, 'O', 'O'], ['X', 0, 0], ['X', 'O', 'X']]",1,-0.1
"[[0, 'O', 'O'], ['X', 0, 0], ['X', 'O', 'X']]",6,0.0
"[[0, 0, 0], ['O', 'O', 0], ['X', 'O', 'X']]",1,-0.0002816866929115779
"[[0, 0, 0], ['O', 'O', 0], ['X', 'O', 'X']]",6,0.8099999888584627
"[[0, 0, 0], ['O', 'O', 0], ['X', 'O', 'X']]",2,0.0
"[[0, 0, 0], ['O', 'O', 0], ['X', 'O', 'X']]",3,-0.009000000000000001
"[['X', 0, 0], ['O', 'O', 0], ['X', 'O', 'X']]",2,-0.34390000000000004
"[['X', 0, 0], ['O', 'O', 0], ['X', 'O', 'X']]",3,-0.0036892673513220934
"[['X', 0, 0], ['O', 'O', 0], ['X', 'O', 'X']]",6,-0.18887183605000002
"[['X', 'O', 'X'], ['O', 0, 0], [0, 0, 'X']]",8,0.899999999999999
"[['X', 'O', 'X'], ['O', 0, 0], [0, 0, 'X']]",5,0.899999999999999
"[['X', 'O', 'X'], ['O', 0, 0], [0, 0, 'X']]",6,0.899999999999999
"[['X', 'O', 'X'], ['O', 0, 0], [0, 0, 'X']]",7,0.899999999999999
"[[0, 'O', 0], ['O', 0, 0], ['X', 'O', 'X']]",3,-0.009000000000000001
"[[0, 'O', 0], ['O', 0, 0], ['X', 'O', 'X']]",5,0.8099999961458422
"[[0, 'O', 'X'], ['O', 0, 0], ['X', 'O', 'X']]",5,-0.19
"[[0, 0, 'O'], [0, 'X', 0], ['O', 'O', 'X']]",1,0.9999999999999928
"[['O', 0, 'O'], [0, 0, 0], ['X', 'O', 'X']]",2,0.36448856107200356
"[['O', 0, 'O'], [0, 0, 0], ['X', 'O', 'X']]",6,0.0
"[['O', 0, 'O'], [0, 0, 0], ['X', 'O', 'X']]",5,0.0
"[['O', 0, 'O'], [0, 0, 0], ['X', 'O', 'X']]",4,-0.0087631479
"[['O', 'X', 'O'], [0, 0, 0], ['X', 'O', 'X']]",6,0.40499274233282695
"[['O', 'X', 'O'], [0, 0, 0], ['X', 'O', 'X']]",4,0.4047113034647095
"[['O', 'X', 'O'], [0, 0, 0], ['X', 'O', 'X']]",5,0.4049410003531009
"[['O', 'X', 'O'], [0, 0, 'O'], ['X', 'O', 'X']]",4,0.4499999999158131
"[['X', 'O', 0], ['O', 0, 'X'], [0, 0, 'X']]",3,0.0
"[['X', 'O', 0], ['O', 0, 'X'], [0, 0, 'X']]",8,-0.009000000000000001
"[['X', 'O', 'O'], ['O', 0, 'X'], [0, 0, 'X']]",8,0.0
"[['X', 'O', 'O'], ['O', 0, 'X'], [0, 0, 'X']]",7,0.8099999999999987
"[['X', 'O', 'O'], ['O', 0, 'X'], [0, 'X', 'X']]",7,-0.00046340999999999754
"[['X', 'O', 'O'], ['O', 0, 'X'], [0, 'X', 'X']]",5,0.016371000000000004
"[[0, 'X', 0], ['X', 'O', 0], [0, 0, 'O']]",7,0.0
"[[0, 'X', 0], ['X', 'O', 0], [0, 0, 'O']]",3,0.0
"[[0, 'X', 0], ['X', 'O', 0], [0, 0, 'O']]",1,-0.1
"[[0, 'X', 0], ['X', 'O', 0], [0, 0, 'O']]",8,0.0
"[[0, 'X', 0], ['X', 'O', 0], ['O', 0, 'O']]",8,0.0
"[[0, 'X', 0], ['X', 'O', 0], ['O', 'X', 'O']]",6,-0.0007290000000000002
"[[0, 'X', 0], ['X', 'O', 0], ['O', 'X', 'O']]",1,0.0
"[['X', 'X', 0], ['X', 'O', 'O'], ['O', 'X', 'O']]",3,-0.16075900000000004
"[[0, 'O', 'O'], ['X', 0, 'X'], ['X', 'O', 'X']]",5,-0.1
"[[0, 'O', 'O'], ['X', 0, 'X'], ['X', 'O', 'X']]",1,-0.19
"[['X', 0, 0], ['O', 0, 0], ['O', 'O', 'X']]",3,0.0
"[['X', 0, 0], ['O', 0, 0], ['O', 'O', 'X']]",2,0.0
"[['X', 0, 0], ['O', 0, 0], ['O', 'O', 'X']]",6,0.810099672237149
"[['X', 0, 'X'], ['O', 0, 0], ['O', 'O', 'X']]",6,0.0
"[['X', 0, 'X'], ['O', 0, 0], ['O', 'O', 'X']]",5,0.19
"[['X', 0, 'X'], ['O', 0, 'O'], ['O', 'O', 'X']]",5,0.1
"[[0, 'O', 'O'], ['O', 'X', 0], ['X', 0, 'X']]",1,0.46855900000000006
"[['X', 0, 'X'], [0, 'O', 0], [0, 'O', 'X']]",2,-0.1
"[['X', 0, 'X'], [0, 'O', 0], [0, 'O', 'X']]",7,0.009000000000000001
"[['X', 0, 'X'], [0, 'O', 0], [0, 'O', 'X']]",4,0.0171
"[['X', 0, 'X'], [0, 'O', 0], [0, 'O', 'X']]",6,0.08099520918939908
"[[0, 'O', 'O'], ['X', 'O', 0], [0, 0, 'X']]",7,0.0
"[[0, 'O', 'O'], ['X', 'O', 0], [0, 0, 'X']]",6,0.0
"[[0, 'O', 'O'], ['X', 'O', 0], [0, 0, 'X']]",8,0.0
"[[0, 'O', 'O'], ['X', 'O', 0], ['X', 0, 'X']]",6,0.0
"[[0, 'O', 'O'], ['X', 'O', 'O'], ['X', 0, 'X']]",8,0.999999999726672
"[[0, 'X', 'X'], ['O', 'O', 0], ['X', 'O', 'X']]",1,0.0
"[[0, 'X', 'X'], ['O', 'O', 0], ['X', 'O', 'X']]",6,-0.1
"[['O', 'X', 'X'], ['O', 'O', 0], ['X', 'O', 'X']]",6,0.1
"[[0, 0, 0], ['O', 'X', 'X'], ['O', 'O', 0]]",1,0.782692724603523
"[[0, 0, 0], ['O', 'X', 'X'], ['O', 'O', 0]]",3,-0.009000000000000001
"[['X', 0, 0], ['O', 'X', 'X'], ['O', 'O', 0]]",3,0.8791717967512654
"[['X', 0, 0], ['O', 'X', 'X'], ['O', 'O', 0]]",9,-0.9962428978738638
"[['X', 0, 0], ['O', 'X', 'X'], ['O', 'O', 0]]",2,0.8721740714967193
"[['X', 0, 'O'], ['O', 'X', 'X'], ['O', 'O', 0]]",9,0.9994360791266039
"[['O', 'X', 0], [0, 0, 0], ['X', 0, 'O']]",6,0.0
"[['O', 'X', 0], [0, 0, 'O'], ['X', 0, 'O']]",5,0.0
"[['O', 'X', 0], [0, 'X', 'O'], ['X', 0, 'O']]",8,0.0
"[['O', 'X', 0], [0, 'X', 'O'], ['X', 'O', 'O']]",4,0.0
"[['O', 'X', 0], ['X', 'X', 'O'], ['X', 'O', 'O']]",3,-0.07100000000000001
"[[0, 'X', 'O'], ['O', 'X', 0], ['X', 'O', 'O']]",1,-0.009000000000000001
"[['O', 0, 'X'], [0, 'X', 0], [0, 'O', 0]]",2,0.0
"[['O', 'O', 'X'], [0, 'X', 0], [0, 'O', 0]]",7,0.1
"[[0, 0, 'X'], ['O', 0, 0], [0, 'O', 0]]",9,0.0
"[['O', 0, 'X'], ['O', 0, 0], [0, 'O', 'X']]",2,0.0
"[['O', 'X', 'X'], ['O', 0, 0], [0, 'O', 'X']]",7,-0.1
"[['X', 0, 0], [0, 'O', 'X'], [0, 0, 'O']]",4,0.0
"[['X', 0, 0], [0, 'O', 'X'], [0, 0, 'O']]",7,0.0
"[['X', 0, 0], ['O', 'O', 'X'], [0, 0, 'O']]",2,0.0
"[['X', 'X', 0], ['O', 'O', 'X'], [0, 0, 'O']]",8,0.0
"[['X', 'X', 0], ['O', 'O', 'X'], [0, 'O', 'O']]",7,0.0
"[['X', 'X', 0], ['O', 'O', 'X'], ['X', 'O', 'O']]",3,0.14500000000000002
"[['X', 'O', 'X'], ['O', 'O', 0], [0, 0, 'X']]",8,0.0
"[['X', 'O', 'X'], ['O', 'O', 0], [0, 0, 'X']]",6,0.9999999999999996
"[['O', 'X', 0], ['O', 'X', 0], ['X', 'O', 'X']]",6,0.11594737800000002
"[['O', 'X', 0], ['O', 'X', 0], ['X', 'O', 'X']]",3,0.018427950000000002
"[['O', 'X', 0], [0, 'X', 'O'], ['O', 'O', 'X']]",4,0.016245000000000002
"[['X', 'O', 0], [0, 0, 'X'], ['O', 0, 'X']]",4,0.009000000000000001
"[['X', 'O', 0], ['O', 0, 'X'], ['O', 0, 'X']]",3,0.7927834997371308
"[['X', 'O', 0], ['O', 0, 'X'], ['O', 0, 'X']]",8,0.8862273699600896
"[['X', 'O', 0], ['O', 0, 'X'], ['O', 0, 'X']]",5,0.8820935295487086
"[['X', 'O', 0], [0, 'O', 'O'], ['X', 0, 'X']]",8,-0.1
"[['O', 'O', 0], ['O', 'X', 'O'], ['X', 0, 'X']]",3,0.9999999999999901
"[['X', 0, 'O'], [0, 'X', 0], [0, 'O', 'O']]",6,0.0
"[['X', 0, 'O'], [0, 'X', 'X'], [0, 'O', 'O']]",4,0.0
"[['X', 0, 'O'], ['O', 'X', 'X'], [0, 'O', 'O']]",7,0.0045000000000000005
"[['X', 'O', 'O'], [0, 'O', 0], [0, 0, 'X']]",8,0.0171
"[[0, 0, 0], [0, 0, 'X'], ['O', 'O', 'X']]",1,0.0
"[['O', 0, 0], [0, 0, 'X'], ['O', 'O', 'X']]",3,0.9999999999999996
"[['O', 0, 'O'], [0, 0, 0], ['O', 'X', 'X']]",2,0.0
"[['O', 'X', 'O'], [0, 0, 0], ['O', 'X', 'X']]",6,0.0
"[['O', 'X', 'O'], [0, 0, 'O'], ['O', 'X', 'X']]",5,0.1
"[[0, 0, 0], ['X', 'O', 0], ['O', 'O', 'X']]",1,0.0
"[['X', 0, 'X'], ['X', 'O', 'O'], ['O', 'O', 'X']]",2,-0.07100000000000001
"[['X', 0, 'O'], ['O', 0, 'X'], ['O', 0, 'X']]",8,-0.009000000000000001
"[['X', 0, 'O'], ['O', 0, 'X'], ['O', 0, 'X']]",2,0.0
"[['X', 0, 'O'], ['O', 0, 'X'], ['O', 0, 'X']]",5,0.9999999999999996
"[['X', 0, 'O'], ['O', 0, 'X'], ['O', 'X', 'X']]",5,-0.19
"[['X', 0, 'O'], ['O', 0, 'X'], ['O', 'X', 'X']]",2,-0.01409339679291
"[['O', 'X', 0], [0, 'O', 0], ['X', 'O', 'X']]",3,0.404993049498204
"[['O', 'X', 0], [0, 'O', 0], ['X', 'O', 'X']]",4,0.4047005515698934
"[['O', 'X', 0], [0, 'O', 0], ['X', 'O', 'X']]",6,0.40493579294290305
"[['O', 'X', 'O'], [0, 'O', 0], ['X', 'O', 'X']]",4,0.0
"[['O', 'X', 'O'], [0, 'O', 0], ['X', 'O', 'X']]",6,0.4499999996551614
"[['O', 'X', 'O'], ['X', 'O', 0], ['X', 'O', 'X']]",6,0.095
"[[0, 'O', 0], [0, 0, 0], ['O', 0, 'X']]",5,0.809999983231873
"[[0, 'O', 0], [0, 0, 0], ['O', 0, 'X']]",4,0.0
"[[0, 'O', 0], [0, 0, 0], ['O', 0, 'X']]",8,0.0
"[[0, 0, 'O'], [0, 'X', 0], ['O', 0, 0]]",6,0.0
"[[0, 0, 'O'], [0, 'X', 0], ['O', 0, 0]]",1,0.0
"[[0, 0, 'O'], [0, 'X', 0], ['O', 0, 0]]",8,0.0
"[[0, 0, 'O'], [0, 'X', 0], ['O', 0, 0]]",2,0.0
"[[0, 0, 'O'], [0, 'X', 0], ['O', 0, 0]]",4,0.0
"[[0, 0, 'O'], [0, 'X', 0], ['O', 0, 0]]",9,0.80999999999998
"[[0, 0, 'O'], [0, 'X', 'X'], ['O', 0, 0]]",1,0.0
"[[0, 0, 'O'], [0, 'X', 'X'], ['O', 0, 0]]",9,0.0
"[['O', 0, 'O'], [0, 'X', 'X'], ['O', 0, 0]]",4,0.9999999865193254
