state,action,q_value
"[[0, 'X', 'O'], [0, 0, 0], [0, 'X', 'O']]",5,0.1
"[['X', 0, 'O'], [0, 0, 0], [0, 0, 0]]",2,0.0
"[['X', 0, 'O'], [0, 0, 0], [0, 0, 0]]",6,0.0
"[['X', 0, 'O'], [0, 0, 0], [0, 0, 0]]",4,0.0
"[['X', 0, 'O'], [0, 0, 0], [0, 0, 0]]",5,0.0
"[['X', 0, 'O'], [0, 0, 0], [0, 0, 0]]",8,0.0
"[['X', 0, 'O'], [0, 0, 0], [0, 0, 0]]",7,0.0
"[['X', 0, 'O'], [0, 0, 0], [0, 0, 0]]",9,0.8099999999999987
"[['X', 'X', 'O'], [0, 0, 0], [0, 0, 0]]",4,0.0
"[['X', 'X', 'O'], ['O', 0, 0], [0, 0, 0]]",8,0.0
"[['X', 'X', 'O'], ['O', 0, 0], [0, 'X', 0]]",5,0.0
"[['X', 'X', 'O'], ['O', 0, 0], [0, 'X', 0]]",9,0.0
"[['X', 'X', 'O'], ['O', 'O', 0], [0, 'X', 0]]",7,-0.009000000000000001
"[['X', 'X', 'O'], ['O', 'O', 0], ['X', 'X', 0]]",6,-0.271
"[[0, 'O', 0], ['O', 0, 0], ['X', 0, 0]]",8,0.0
"[[0, 'O', 0], ['O', 0, 0], ['X', 0, 0]]",6,0.0
"[[0, 'O', 0], ['O', 0, 0], ['X', 'X', 0]]",9,0.0
"[[0, 'O', 0], ['O', 0, 0], ['X', 'X', 0]]",1,0.0
"[[0, 'O', 0], ['O', 0, 0], ['X', 'X', 'O']]",3,0.0
"[[0, 'O', 'X'], ['O', 0, 0], ['X', 'X', 'O']]",1,0.0
"[['O', 'O', 'X'], ['O', 0, 0], ['X', 'X', 'O']]",6,0.0
"[['O', 'O', 'X'], ['O', 0, 'X'], ['X', 'X', 'O']]",5,0.10900000000000001
"[['O', 0, 0], [0, 0, 'O'], [0, 'X', 0]]",9,0.0
"[['O', 0, 0], [0, 0, 'O'], [0, 'X', 'X']]",2,0.0
"[['O', 0, 0], [0, 0, 'O'], [0, 'X', 'X']]",3,0.0
"[['O', 0, 0], [0, 0, 'O'], [0, 'X', 'X']]",7,0.1
"[['O', 'O', 0], [0, 0, 'O'], [0, 'X', 'X']]",3,0.0
"[['O', 'O', 'X'], [0, 0, 'O'], [0, 'X', 'X']]",5,0.022680000000000002
"[['O', 'O', 'X'], [0, 0, 'O'], [0, 'X', 'X']]",4,0.0
"[['O', 'O', 'X'], [0, 'O', 'O'], [0, 'X', 'X']]",7,0.9999704873345693
"[[0, 0, 0], ['X', 0, 'O'], [0, 'O', 0]]",9,0.0
"[[0, 0, 0], ['X', 0, 'O'], [0, 'O', 'X']]",7,0.0
"[[0, 0, 0], ['X', 0, 'O'], [0, 'O', 'X']]",3,0.0
"[[0, 0, 0], ['X', 0, 'O'], ['O', 'O', 'X']]",1,0.0
"[['X', 0, 0], ['X', 0, 'O'], ['O', 'O', 'X']]",3,0.0
"[['X', 0, 0], ['X', 0, 'O'], ['O', 'O', 'X']]",2,0.0
"[['X', 0, 0], ['X', 0, 'O'], ['O', 'O', 'X']]",5,0.34390000000000004
"[['X', 0, 'O'], ['X', 0, 'O'], ['O', 'O', 'X']]",5,0.271
"[[0, 0, 0], ['X', 0, 0], [0, 0, 'O']]",7,0.726059755691382
"[[0, 0, 0], ['X', 0, 0], [0, 0, 'O']]",1,0.7271746962633541
"[[0, 0, 0], ['X', 0, 0], [0, 0, 'O']]",3,0.728624106335292
"[[0, 0, 0], ['X', 0, 0], [0, 0, 'O']]",6,0.7230825433642825
"[[0, 0, 0], ['X', 0, 0], [0, 0, 'O']]",5,0.725912167451386
"[[0, 0, 0], ['X', 0, 0], [0, 0, 'O']]",8,0.7287289326230105
"[[0, 0, 0], ['X', 0, 0], [0, 0, 'O']]",2,0.7284845446768196
"[[0, 0, 0], ['X', 0, 0], ['O', 0, 'O']]",5,0.8099999999999947
"[[0, 0, 0], ['X', 0, 0], ['O', 0, 'O']]",1,0.0
"[[0, 0, 0], ['X', 'X', 0], ['O', 0, 'O']]",1,0.7289997663452463
"[[0, 0, 0], ['X', 'X', 0], ['O', 0, 'O']]",6,0.3282792703900665
"[[0, 0, 0], ['X', 'X', 0], ['O', 0, 'O']]",2,0.8999999999999971
"[[0, 0, 0], ['X', 'X', 0], ['O', 0, 'O']]",3,0.728999776017097
"[[0, 0, 0], ['X', 'X', 0], ['O', 0, 'O']]",8,-0.9999999999999336
"[['O', 0, 0], ['X', 'X', 0], ['O', 0, 'O']]",2,0.8099999144112177
"[['O', 'X', 0], ['X', 'X', 'O'], ['O', 0, 'O']]",3,-0.009000000000000001
"[['O', 'X', 0], ['X', 'X', 'O'], ['O', 0, 'O']]",8,0.9999996073990722
"[['O', 'X', 'X'], ['X', 'X', 'O'], ['O', 0, 'O']]",8,-0.271
"[['O', 0, 0], [0, 0, 'X'], [0, 'O', 0]]",7,0.0
"[['O', 0, 0], [0, 0, 'X'], [0, 'O', 0]]",5,0.0
"[['O', 0, 0], [0, 0, 'X'], ['X', 'O', 0]]",9,0.0
"[['O', 0, 0], [0, 0, 'X'], ['X', 'O', 'O']]",4,0.0
"[['O', 0, 0], ['X', 0, 'X'], ['X', 'O', 'O']]",3,0.0
"[['O', 0, 0], ['X', 0, 'X'], ['X', 'O', 'O']]",2,0.0
"[['O', 0, 'O'], ['X', 0, 'X'], ['X', 'O', 'O']]",2,0.0
"[['O', 0, 'O'], ['X', 0, 'X'], ['X', 'O', 'O']]",5,0.1
"[['O', 'X', 'O'], ['X', 0, 'X'], ['X', 'O', 'O']]",5,0.010000000000000009
"[['X', 0, 0], [0, 0, 0], [0, 'O', 0]]",3,0.0
"[['X', 0, 0], [0, 0, 0], [0, 'O', 0]]",4,0.0
"[['X', 0, 0], [0, 0, 0], [0, 'O', 0]]",9,0.8099999999999987
"[['X', 0, 0], [0, 0, 0], [0, 'O', 0]]",2,0.0
"[['X', 0, 0], [0, 0, 0], [0, 'O', 0]]",5,0.0
"[['X', 0, 'O'], [0, 0, 0], [0, 'O', 0]]",7,0.0
"[['X', 0, 'O'], [0, 0, 0], ['X', 'O', 0]]",9,0.0
"[['X', 0, 'O'], [0, 0, 0], ['X', 'O', 0]]",4,0.1
"[['X', 0, 'O'], [0, 0, 0], ['X', 'O', 'O']]",5,0.0
"[['X', 0, 'O'], [0, 0, 0], ['X', 'O', 'O']]",6,0.0
"[['X', 0, 'O'], [0, 0, 0], ['X', 'O', 'O']]",4,0.1
"[['X', 0, 'O'], [0, 'X', 0], ['X', 'O', 'O']]",6,-0.1
"[['X', 0, 'O'], [0, 'X', 0], ['X', 'O', 'O']]",2,0.0
"[['X', 0, 'X'], [0, 0, 0], [0, 0, 'O']]",8,0.0
"[['X', 0, 'X'], [0, 0, 0], [0, 0, 'O']]",5,0.009000000000000001
"[['X', 0, 'X'], [0, 0, 0], [0, 0, 'O']]",4,0.0
"[['X', 0, 'X'], [0, 0, 0], [0, 0, 'O']]",7,0.0
"[['X', 0, 'X'], [0, 0, 0], [0, 0, 'O']]",6,0.0
"[['X', 0, 'X'], [0, 0, 0], [0, 'O', 'O']]",4,0.0
"[['X', 0, 'X'], [0, 0, 0], [0, 'O', 'O']]",2,0.0
"[['X', 0, 'X'], ['X', 0, 0], [0, 'O', 'O']]",6,0.0
"[['X', 0, 'X'], ['X', 0, 'O'], [0, 'O', 'O']]",2,0.1
"[[0, 0, 0], [0, 'O', 'O'], [0, 0, 'X']]",8,0.0
"[[0, 0, 0], [0, 'O', 'O'], [0, 0, 'X']]",7,0.8099999999999987
"[[0, 0, 0], [0, 'O', 'O'], [0, 'X', 'X']]",2,0.0
"[[0, 0, 0], [0, 'O', 'O'], [0, 'X', 'X']]",3,0.0
"[[0, 0, 0], [0, 'O', 'O'], [0, 'X', 'X']]",4,0.0
"[[0, 'O', 0], [0, 'O', 'O'], [0, 'X', 'X']]",7,0.1
"[[0, 0, 0], [0, 0, 'O'], [0, 0, 'X']]",4,0.7289999999999983
"[[0, 0, 0], [0, 0, 'O'], [0, 0, 'X']]",2,0.7289999999999447
"[[0, 0, 0], [0, 0, 'O'], [0, 0, 'X']]",3,0.7289999999999974
"[[0, 0, 0], [0, 0, 'O'], [0, 0, 'X']]",8,0.7724287572478548
"[[0, 0, 0], [0, 0, 'O'], [0, 0, 'X']]",7,0.7971833147333078
"[[0, 0, 0], [0, 0, 'O'], [0, 0, 'X']]",5,0.7289999999999981
"[[0, 0, 0], [0, 0, 'O'], [0, 0, 'X']]",1,0.7289999999999975
"[[0, 0, 0], ['X', 0, 'O'], [0, 0, 'X']]",8,0.0
"[[0, 0, 0], ['X', 0, 'O'], [0, 0, 'X']]",3,0.0
"[[0, 0, 0], ['X', 0, 'O'], [0, 0, 'X']]",1,0.0
"[[0, 0, 0], ['X', 0, 'O'], [0, 0, 'X']]",5,0.0
"[[0, 0, 'X'], ['X', 0, 'O'], [0, 'O', 'X']]",7,0.0
"[[0, 0, 'X'], ['X', 0, 'O'], ['O', 'O', 'X']]",2,0.0
"[[0, 'X', 'X'], ['X', 0, 'O'], ['O', 'O', 'X']]",5,0.009000000000000001
"[[0, 'X', 'X'], ['X', 0, 'O'], ['O', 'O', 'X']]",1,0.0045000000000000005
"[[0, 'X', 'X'], ['X', 'O', 'O'], ['O', 'O', 'X']]",1,0.19
"[['O', 0, 0], ['X', 0, 0], [0, 0, 'O']]",3,0.0
"[['O', 0, 0], ['X', 0, 0], [0, 0, 'O']]",2,-7.290000000000002e-05
"[['O', 0, 0], ['X', 0, 0], [0, 0, 'O']]",7,0.0
"[['O', 0, 0], ['X', 0, 0], [0, 0, 'O']]",6,0.0
"[['O', 0, 0], ['X', 0, 0], [0, 0, 'O']]",8,0.0
"[['O', 0, 0], ['X', 0, 0], [0, 0, 'O']]",5,0.8099995662682414
"[['O', 0, 'X'], ['X', 0, 0], [0, 0, 'O']]",6,0.0
"[['O', 0, 'X'], ['X', 0, 0], [0, 0, 'O']]",8,0.0
"[['O', 0, 'X'], ['X', 0, 0], [0, 0, 'O']]",7,0.0
"[['O', 0, 'X'], ['X', 0, 'O'], [0, 0, 'O']]",8,0.0
"[['O', 0, 'X'], ['X', 0, 'O'], [0, 0, 'O']]",5,0.0
"[['O', 0, 'X'], ['X', 0, 'O'], [0, 0, 'O']]",2,0.0
"[['O', 0, 'X'], ['X', 0, 'O'], [0, 'X', 'O']]",5,-0.1
"[[0, 'X', 0], [0, 'O', 0], [0, 'X', 0]]",3,0.0
"[[0, 'X', 'O'], [0, 'O', 0], [0, 'X', 0]]",1,0.0
"[[0, 'X', 'O'], [0, 'O', 0], [0, 'X', 0]]",9,0.0
"[[0, 'X', 'O'], [0, 'O', 0], [0, 'X', 0]]",4,0.0
"[['X', 'X', 'O'], [0, 'O', 0], [0, 'X', 0]]",7,-0.1
"[[0, 0, 'X'], ['O', 0, 0], ['X', 0, 0]]",5,0.0
"[[0, 0, 'X'], ['O', 0, 0], ['X', 0, 0]]",6,0.0
"[[0, 0, 'X'], ['O', 'O', 0], ['X', 0, 0]]",2,0.0
"[[0, 0, 'X'], ['O', 'O', 0], ['X', 0, 0]]",6,0.0
"[[0, 'X', 'X'], ['O', 'O', 0], ['X', 0, 0]]",9,0.0
"[[0, 'X', 'X'], ['O', 'O', 0], ['X', 0, 'O']]",1,-0.010000000000000009
"[[0, 'X', 'X'], ['O', 'O', 0], ['X', 0, 'O']]",6,0.0
"[[0, 0, 'O'], [0, 0, 0], ['X', 0, 'X']]",4,0.6580005398656434
"[[0, 0, 'O'], [0, 0, 0], ['X', 0, 'X']]",1,0.7255351310449285
"[[0, 0, 'O'], [0, 0, 0], ['X', 0, 'X']]",8,0.0011801559613426476
"[[0, 0, 'O'], [0, 0, 0], ['X', 0, 'X']]",5,0.06070845816630129
"[[0, 0, 'O'], [0, 0, 0], ['X', 0, 'X']]",2,0.6620027079932687
"[[0, 0, 'O'], [0, 0, 0], ['X', 0, 'X']]",6,0.7844024740319896
"[[0, 0, 'O'], ['O', 0, 0], ['X', 0, 'X']]",8,0.7289525263604718
"[[0, 0, 'O'], ['O', 0, 0], ['X', 0, 'X']]",1,0.8999999999999965
"[[0, 0, 'O'], ['O', 0, 0], ['X', 0, 'X']]",6,0.8999999999999956
"[[0, 0, 'O'], ['O', 0, 0], ['X', 0, 'X']]",5,0.8999999999998997
"[[0, 0, 'O'], ['O', 0, 0], ['X', 0, 'X']]",2,0.8999999999999541
"[[0, 0, 0], ['X', 0, 'X'], [0, 'O', 0]]",9,0.4590019738100806
"[[0, 0, 0], ['X', 0, 'X'], [0, 'O', 0]]",7,0.0
"[[0, 0, 0], ['X', 0, 'X'], [0, 'O', 0]]",3,0.10283850000000001
"[[0, 0, 0], ['X', 0, 'X'], [0, 'O', 0]]",2,0.12409614000000002
"[[0, 0, 0], ['X', 0, 'X'], [0, 'O', 0]]",1,0.0
"[[0, 0, 0], ['X', 0, 'X'], [0, 'O', 0]]",5,0.0
"[[0, 0, 0], ['X', 0, 'X'], [0, 'O', 'O']]",1,0.8997437338047467
"[[0, 0, 0], ['X', 0, 'X'], [0, 'O', 'O']]",3,0.8990691007645075
"[[0, 0, 0], ['X', 0, 'X'], [0, 'O', 'O']]",2,0.8990091061540522
"[[0, 0, 0], ['X', 0, 'X'], [0, 'O', 'O']]",7,-0.9999999718152583
"[[0, 0, 0], ['X', 0, 'X'], [0, 'O', 'O']]",5,0.6802565107668215
"[['X', 0, 0], ['X', 0, 'X'], [0, 'O', 'O']]",5,0.0
"[['X', 0, 0], ['X', 0, 'X'], [0, 'O', 'O']]",2,-0.009000000000000001
"[['X', 0, 0], ['X', 0, 'X'], [0, 'O', 'O']]",3,0.009000000000000001
"[['X', 0, 0], ['X', 'O', 'X'], [0, 'O', 'O']]",2,0.0
"[['X', 0, 0], ['X', 'O', 'X'], [0, 'O', 'O']]",3,0.0
"[['X', 0, 0], ['X', 'O', 'X'], [0, 'O', 'O']]",7,-0.1
"[['X', 'X', 0], ['X', 'O', 'X'], [0, 'O', 'O']]",7,-0.1
"[['O', 'X', 'O'], ['X', 0, 0], ['X', 'O', 0]]",9,0.0
"[['O', 'X', 'O'], ['X', 0, 0], ['X', 'O', 'X']]",6,0.06203427585835501
"[['X', 0, 0], [0, 'O', 0], [0, 'O', 0]]",2,0.0
"[['X', 0, 0], [0, 'O', 0], [0, 'O', 0]]",3,0.0
"[['X', 0, 0], [0, 'O', 0], [0, 'O', 0]]",6,0.0
"[['X', 0, 0], [0, 'O', 0], [0, 'O', 0]]",9,0.0
"[['X', 'X', 0], [0, 'O', 0], [0, 'O', 0]]",9,0.0
"[['X', 'X', 0], [0, 'O', 0], [0, 'O', 'O']]",6,0.0
"[['X', 'X', 0], [0, 'O', 'X'], [0, 'O', 'O']]",7,-0.1
"[[0, 0, 0], [0, 'X', 0], [0, 0, 'O']]",1,0.0
"[[0, 0, 0], [0, 'X', 0], [0, 0, 'O']]",7,-0.0008100000000000002
"[[0, 0, 0], [0, 'X', 0], [0, 0, 'O']]",6,0.0
"[[0, 0, 0], [0, 'X', 0], [0, 0, 'O']]",3,0.0
"[[0, 0, 0], [0, 'X', 0], [0, 0, 'O']]",8,0.0
"[[0, 0, 0], [0, 'X', 0], [0, 0, 'O']]",2,0.0
"[[0, 0, 0], [0, 'X', 0], [0, 0, 'O']]",4,0.0
"[['O', 0, 0], [0, 'X', 0], [0, 0, 'O']]",6,0.0
"[['O', 0, 0], [0, 'X', 'X'], [0, 0, 'O']]",7,0.0
"[['O', 0, 0], [0, 'X', 'X'], [0, 0, 'O']]",2,0.0
"[['O', 0, 0], [0, 'X', 'X'], [0, 0, 'O']]",3,0.0
"[['O', 0, 0], [0, 'X', 'X'], [0, 0, 'O']]",4,0.19
"[['O', 0, 0], [0, 'X', 'X'], ['O', 0, 'O']]",8,0.7694096244386225
"[['O', 0, 0], [0, 'X', 'X'], ['O', 'X', 'O']]",4,-0.9892247363356941
"[['O', 0, 0], [0, 'X', 'X'], ['O', 'X', 'O']]",2,0.8726334536491303
"[['O', 0, 0], [0, 'X', 'X'], ['O', 'X', 'O']]",3,0.8613625386548203
"[[0, 'O', 0], ['X', 0, 0], ['X', 0, 0]]",1,0.0
"[[0, 'O', 0], ['X', 0, 0], ['X', 0, 0]]",5,0.0
"[[0, 'O', 0], ['X', 0, 0], ['X', 0, 0]]",8,0.0
"[['O', 'O', 0], ['X', 0, 0], ['X', 0, 0]]",6,0.0
"[['O', 'O', 0], ['X', 0, 'X'], ['X', 0, 0]]",9,0.0
"[['O', 'O', 0], ['X', 0, 'X'], ['X', 0, 0]]",5,0.0
"[['O', 'O', 0], ['X', 0, 'X'], ['X', 0, 'O']]",5,0.19
"[[0, 'X', 'O'], [0, 0, 0], [0, 'X', 0]]",1,0.04707000000000001
"[[0, 'X', 'O'], [0, 0, 0], [0, 'X', 0]]",6,0.0
"[[0, 'X', 'O'], [0, 0, 0], [0, 'X', 0]]",9,0.0
"[[0, 'X', 'O'], [0, 0, 0], [0, 'X', 0]]",5,0.0
"[[0, 'X', 'O'], [0, 0, 0], [0, 'X', 0]]",4,0.0
"[[0, 'X', 'O'], [0, 0, 0], [0, 'X', 0]]",7,0.0
"[['O', 'X', 'O'], [0, 0, 0], [0, 'X', 0]]",5,0.34390000000000004
"[['X', 'O', 0], [0, 0, 0], ['X', 0, 0]]",3,0.0
"[['X', 'O', 0], [0, 0, 0], ['X', 0, 0]]",9,0.0
"[['X', 'O', 0], [0, 0, 0], ['X', 0, 0]]",8,0.009000000000000001
"[['X', 'O', 0], [0, 0, 0], ['X', 0, 0]]",4,0.0
"[['X', 'O', 0], [0, 0, 0], ['X', 0, 0]]",6,0.0
"[['X', 'O', 'O'], [0, 0, 0], ['X', 0, 0]]",6,0.0
"[['X', 'O', 'O'], [0, 0, 0], ['X', 0, 0]]",9,0.0
"[['X', 'O', 'O'], [0, 0, 'X'], ['X', 0, 0]]",8,0.0
"[['X', 'O', 'O'], [0, 0, 'X'], ['X', 'O', 0]]",4,0.1
"[['X', 0, 'X'], ['O', 0, 0], [0, 0, 0]]",9,0.0
"[['X', 0, 'X'], ['O', 0, 0], [0, 0, 0]]",6,0.0
"[['X', 0, 'X'], ['O', 0, 0], [0, 0, 0]]",7,0.009000000000000001
"[['X', 0, 'X'], ['O', 0, 0], [0, 0, 'O']]",8,0.0
"[['X', 0, 'X'], ['O', 0, 0], [0, 0, 'O']]",7,0.0
"[['X', 0, 'X'], ['O', 0, 0], [0, 0, 'O']]",6,0.0
"[['X', 0, 'X'], ['O', 0, 0], [0, 0, 'O']]",5,0.0
"[['X', 0, 'X'], ['O', 0, 0], [0, 'X', 'O']]",7,0.0
"[['X', 0, 'X'], ['O', 0, 0], [0, 'X', 'O']]",6,0.0
"[['X', 0, 'X'], ['O', 0, 0], ['O', 'X', 'O']]",5,0.0
"[['X', 0, 'X'], ['O', 0, 0], ['O', 'X', 'O']]",6,0.0
"[['X', 0, 'X'], ['O', 'X', 0], ['O', 'X', 'O']]",2,0.00855
"[['X', 'O', 'X'], ['O', 'X', 0], ['O', 'X', 'O']]",6,0.17195000000000002
"[[0, 'X', 0], [0, 0, 0], [0, 'X', 'O']]",3,-0.009000000000000001
"[[0, 'X', 0], [0, 0, 0], [0, 'X', 'O']]",6,0.0
"[[0, 'X', 0], [0, 0, 0], [0, 'X', 'O']]",4,0.0
"[['X', 'X', 'O'], [0, 0, 0], [0, 'X', 'O']]",5,0.0
"[['X', 'X', 'O'], [0, 'O', 0], [0, 'X', 'O']]",6,-0.1
"[['X', 'X', 'O'], [0, 'O', 'X'], [0, 'X', 'O']]",4,0.0
"[['X', 'X', 'O'], [0, 'O', 'X'], [0, 'X', 'O']]",7,-0.1
"[['X', 'X', 'O'], ['O', 'O', 'X'], [0, 'X', 'O']]",7,0.1355
"[[0, 0, 0], [0, 'O', 'X'], [0, 'O', 0]]",4,0.0
"[[0, 0, 0], [0, 'O', 'X'], [0, 'O', 0]]",9,0.0
"[[0, 0, 0], ['X', 'O', 'X'], [0, 'O', 0]]",1,0.0
"[[0, 0, 0], ['X', 'O', 'X'], [0, 'O', 0]]",2,0.0
"[[0, 0, 0], ['X', 'O', 'X'], [0, 'O', 0]]",3,0.0
"[[0, 0, 0], ['X', 'O', 'X'], [0, 'O', 0]]",7,0.0
"[['O', 0, 0], ['X', 'O', 'X'], [0, 'O', 0]]",7,0.0
"[['O', 0, 0], ['X', 'O', 'X'], ['X', 'O', 0]]",3,0.0
"[['O', 0, 0], ['X', 'O', 'X'], ['X', 'O', 0]]",2,0.0
"[['O', 0, 'O'], ['X', 'O', 'X'], ['X', 'O', 0]]",2,-0.009000000000000001
"[['O', 'X', 'O'], ['X', 'O', 'X'], ['X', 'O', 0]]",9,-0.12100000000000001
"[['O', 0, 'X'], [0, 0, 0], [0, 0, 0]]",8,0.0
"[['O', 0, 'X'], [0, 0, 0], [0, 0, 0]]",4,0.0
"[['O', 0, 'X'], [0, 0, 0], [0, 0, 0]]",7,0.0
"[['O', 0, 'X'], [0, 0, 0], [0, 0, 0]]",6,0.0
"[['O', 0, 'X'], [0, 0, 0], [0, 0, 0]]",9,0.0020345906162321653
"[['O', 0, 'X'], [0, 0, 0], [0, 'O', 0]]",2,0.0
"[['O', 0, 'X'], [0, 0, 0], [0, 'O', 0]]",7,0.0
"[['O', 0, 'X'], [0, 0, 0], [0, 'O', 0]]",5,0.0
"[['O', 'X', 'X'], [0, 0, 0], [0, 'O', 0]]",9,0.0
"[['O', 'X', 'X'], [0, 0, 0], [0, 'O', 'O']]",4,0.0
"[['O', 'X', 'X'], ['X', 0, 0], [0, 'O', 'O']]",7,-0.19
"[['O', 'X', 'X'], ['X', 0, 0], [0, 'O', 'O']]",5,-0.1
"[[0, 0, 'X'], [0, 0, 'O'], [0, 0, 0]]",9,0.0
"[[0, 0, 'X'], [0, 0, 'O'], [0, 0, 0]]",7,0.0
"[[0, 0, 'X'], [0, 0, 'O'], [0, 0, 0]]",1,0.0
"[[0, 0, 'X'], [0, 0, 'O'], [0, 0, 0]]",4,0.0
"[[0, 0, 'X'], [0, 0, 'O'], [0, 0, 0]]",2,0.0
"[[0, 0, 'X'], [0, 0, 'O'], [0, 0, 0]]",5,0.0005484996
"[[0, 0, 'X'], [0, 0, 'O'], [0, 0, 0]]",8,0.0
"[[0, 0, 'X'], [0, 0, 'O'], [0, 0, 'O']]",5,0.0
"[[0, 0, 'X'], [0, 'X', 'O'], [0, 0, 'O']]",1,0.0105057
"[['O', 0, 'X'], [0, 'X', 'O'], [0, 0, 'O']]",7,0.271
"[[0, 0, 0], [0, 0, 0], ['O', 'X', 0]]",4,0.0
"[[0, 0, 0], [0, 0, 0], ['O', 'X', 0]]",1,0.0
"[[0, 0, 0], [0, 0, 0], ['O', 'X', 0]]",2,0.0
"[[0, 0, 0], [0, 0, 0], ['O', 'X', 0]]",3,0.0
"[[0, 0, 0], [0, 0, 0], ['O', 'X', 0]]",6,0.0
"[[0, 0, 0], [0, 0, 0], ['O', 'X', 0]]",5,0.0
"[[0, 0, 0], [0, 0, 0], ['O', 'X', 0]]",9,0.0
"[[0, 0, 0], ['X', 0, 0], ['O', 'X', 0]]",3,0.0
"[[0, 0, 0], ['X', 0, 0], ['O', 'X', 0]]",2,0.0
"[[0, 0, 0], ['X', 0, 0], ['O', 'X', 0]]",6,0.0
"[[0, 0, 0], ['X', 0, 0], ['O', 'X', 0]]",9,0.0
"[[0, 0, 'O'], ['X', 0, 0], ['O', 'X', 0]]",5,0.0
"[[0, 0, 'O'], ['X', 0, 0], ['O', 'X', 0]]",2,0.0
"[[0, 0, 'O'], ['X', 'X', 0], ['O', 'X', 0]]",9,0.0
"[[0, 0, 'O'], ['X', 'X', 0], ['O', 'X', 0]]",2,7.290000000000002e-05
"[[0, 0, 'O'], ['X', 'X', 0], ['O', 'X', 'O']]",2,0.8999989183069648
"[[0, 0, 'O'], ['X', 'X', 0], ['O', 'X', 'O']]",6,-0.9999999878673929
"[[0, 0, 'O'], ['X', 'X', 0], ['O', 'X', 'O']]",1,0.8999999125546415
"[[0, 'O', 0], [0, 0, 'X'], [0, 0, 'X']]",5,0.08797244404095547
"[[0, 'O', 0], [0, 0, 'X'], [0, 0, 'X']]",4,0.009000000000000001
"[[0, 'O', 0], [0, 0, 'X'], [0, 0, 'X']]",7,0.0009258300000000003
"[[0, 'O', 0], [0, 0, 'X'], [0, 0, 'X']]",1,0.23245438726569168
"[[0, 'O', 0], [0, 0, 'X'], [0, 0, 'X']]",8,0.0
"[[0, 'O', 0], [0, 0, 'X'], [0, 0, 'X']]",3,0.05353848899925778
"[[0, 'O', 0], [0, 'O', 'X'], [0, 0, 'X']]",4,0.0
"[[0, 'O', 0], [0, 'O', 'X'], [0, 0, 'X']]",3,0.9817519963685992
"[[0, 'O', 0], [0, 'O', 'X'], [0, 0, 'X']]",1,0.0
"[[0, 'O', 0], ['X', 'O', 'X'], [0, 0, 'X']]",1,0.0
"[[0, 'O', 0], ['X', 'O', 'X'], [0, 0, 'X']]",3,0.0
"[['O', 'O', 0], ['X', 'O', 'X'], [0, 0, 'X']]",8,0.0
"[['O', 'O', 0], ['X', 'O', 'X'], [0, 'X', 'X']]",3,-0.19
"[[0, 0, 0], ['O', 0, 'O'], [0, 0, 'X']]",3,0.0
"[[0, 0, 0], ['O', 0, 'O'], [0, 0, 'X']]",5,0.0
"[[0, 0, 0], ['O', 0, 'O'], [0, 0, 'X']]",8,0.0
"[[0, 0, 0], ['O', 0, 'O'], [0, 0, 'X']]",1,0.0
"[[0, 0, 0], ['O', 0, 'O'], [0, 0, 'X']]",2,0.0
"[[0, 0, 0], ['O', 0, 'O'], [0, 0, 'X']]",7,0.8099999999999987
"[[0, 0, 'X'], ['O', 0, 'O'], ['O', 0, 'X']]",5,0.0
"[[0, 0, 'X'], ['O', 'X', 'O'], ['O', 0, 'X']]",2,0.0
"[[0, 'O', 'X'], ['O', 'X', 'O'], ['O', 0, 'X']]",1,0.19
"[[0, 0, 0], [0, 0, 'X'], ['O', 0, 0]]",3,0.0
"[[0, 0, 0], [0, 0, 'X'], ['O', 0, 0]]",5,0.2083141436256111
"[[0, 0, 0], [0, 0, 'X'], ['O', 0, 0]]",9,0.0
"[[0, 0, 0], [0, 0, 'X'], ['O', 0, 0]]",2,0.0
"[[0, 0, 0], [0, 0, 'X'], ['O', 0, 0]]",1,0.0
"[[0, 0, 0], [0, 0, 'X'], ['O', 0, 0]]",4,0.0
"[[0, 0, 'O'], [0, 0, 'X'], ['O', 0, 0]]",9,0.0
"[[0, 0, 'O'], [0, 0, 'X'], ['O', 0, 'X']]",8,0.0
"[[0, 0, 'O'], [0, 0, 'X'], ['O', 0, 'X']]",2,0.0
"[[0, 0, 'O'], [0, 0, 'X'], ['O', 0, 'X']]",4,0.0
"[[0, 0, 'O'], [0, 0, 'X'], ['O', 0, 'X']]",1,0.0
"[[0, 0, 'O'], [0, 0, 'X'], ['O', 'O', 'X']]",2,0.0
"[[0, 'X', 'O'], [0, 0, 'X'], ['O', 'O', 'X']]",4,0.0
"[[0, 'X', 'O'], ['O', 0, 'X'], ['O', 'O', 'X']]",1,0.0
"[['X', 'X', 'O'], ['O', 0, 'X'], ['O', 'O', 'X']]",5,0.03609999999999999
"[[0, 'X', 0], [0, 0, 0], ['O', 0, 0]]",3,0.0
"[[0, 'X', 0], [0, 0, 0], ['O', 0, 0]]",1,0.0
"[[0, 'X', 0], [0, 0, 0], ['O', 0, 0]]",8,0.0
"[[0, 'X', 0], [0, 0, 0], ['O', 0, 0]]",5,0.0
"[[0, 'X', 0], [0, 0, 0], ['O', 0, 0]]",9,0.0
"[[0, 'X', 0], [0, 0, 0], ['O', 0, 0]]",6,0.0
