Episode,Reward,Result
195,-1.0,lose
196,1.0,win
197,1.0,win
198,-1.0,lose
199,1.0,win
200,1.0,win
201,1.0,win
202,-1.0,lose
203,1.0,win
204,1.0,win
205,-1.0,lose
206,1.0,win
207,-1.0,lose
208,1.0,win
209,1.0,win
210,0.5,tie
211,-1.0,lose
212,-1.0,lose
213,1.0,win
214,-1.0,lose
215,1.0,win
216,1.0,win
217,1.0,win
218,1.0,win
219,1.0,win
220,-1.0,lose
221,-1.0,lose
222,1.0,win
223,0.5,tie
224,-1.0,lose
225,1.0,win
226,1.0,win
227,-1.0,lose
228,-1.0,lose
229,1.0,win
230,-1.0,lose
231,-1.0,lose
232,-1.0,lose
233,-1.0,lose
234,1.0,win
235,0.5,tie
236,1.0,win
237,1.0,win
238,1.0,win
239,1.0,win
240,1.0,win
241,-1.0,lose
242,1.0,win
243,0.5,tie
244,1.0,win
245,1.0,win
246,-1.0,lose
247,1.0,win
248,1.0,win
249,0.5,tie
250,1.0,win
251,1.0,win
252,-1.0,lose
253,1.0,win
254,-1.0,lose
255,-1.0,lose
256,-1.0,lose
257,1.0,win
258,0.5,tie
259,-1.0,lose
260,1.0,win
261,-1.0,lose
262,1.0,win
263,1.0,win
264,1.0,win
265,0.5,tie
266,-1.0,lose
267,-1.0,lose
268,-1.0,lose
269,1.0,win
270,0.5,tie
271,-1.0,lose
272,-1.0,lose
273,-1.0,lose
274,1.0,win
275,-1.0,lose
276,1.0,win
277,1.0,win
278,1.0,win
279,1.0,win
280,-1.0,lose
281,1.0,win
282,1.0,win
283,1.0,win
284,-1.0,lose
285,1.0,win
286,1.0,win
287,-1.0,lose
288,1.0,win
289,1.0,win
290,-1.0,lose
291,1.0,win
292,-1.0,lose
293,-1.0,lose
294,1.0,win
295,0.5,tie
296,-1.0,lose
297,1.0,win
298,1.0,win
299,1.0,win
300,1.0,win
301,-1.0,lose
302,-1.0,lose
303,-1.0,lose
304,1.0,win
305,1.0,win
306,-1.0,lose
307,-1.0,lose
308,-1.0,lose
309,1.0,win
310,1.0,win
311,-1.0,lose
312,-1.0,lose
313,-1.0,lose
314,-1.0,lose
315,-1.0,lose
316,-1.0,lose
317,1.0,win
318,1.0,win
319,-1.0,lose
320,-1.0,lose
321,1.0,win
322,-1.0,lose
323,1.0,win
324,1.0,win
325,1.0,win
326,-1.0,lose
327,-1.0,lose
328,1.0,win
329,1.0,win
330,-1.0,lose
331,-1.0,lose
332,0.5,tie
333,1.0,win
334,1.0,win
335,-1.0,lose
336,-1.0,lose
337,-1.0,lose
338,1.0,win
339,1.0,win
340,1.0,win
341,-1.0,lose
342,-1.0,lose
343,1.0,win
344,-1.0,lose
345,-1.0,lose
346,1.0,win
347,1.0,win
348,0.5,tie
349,0.5,tie
350,-1.0,lose
351,1.0,win
352,1.0,win
353,1.0,win
354,-1.0,lose
355,-1.0,lose
356,-1.0,lose
357,1.0,win
358,-1.0,lose
359,1.0,win
360,-1.0,lose
361,-1.0,lose
362,0.5,tie
363,1.0,win
364,0.5,tie
365,0.5,tie
366,-1.0,lose
367,-1.0,lose
368,-1.0,lose
369,1.0,win
370,1.0,win
371,1.0,win
372,-1.0,lose
373,1.0,win
374,1.0,win
375,1.0,win
376,1.0,win
377,0.5,tie
378,-1.0,lose
379,-1.0,lose
380,0.5,tie
381,1.0,win
382,0.5,tie
383,-1.0,lose
384,-1.0,lose
385,0.5,tie
386,0.5,tie
387,1.0,win
388,1.0,win
389,0.5,tie
390,1.0,win
391,1.0,win
392,-1.0,lose
393,-1.0,lose
394,-1.0,lose
395,1.0,win
396,1.0,win
397,1.0,win
398,-1.0,lose
399,1.0,win
400,1.0,win
401,-1.0,lose
402,-1.0,lose
403,1.0,win
404,1.0,win
405,1.0,win
406,0.5,tie
407,-1.0,lose
408,1.0,win
409,1.0,win
410,1.0,win
411,1.0,win
412,0.5,tie
413,1.0,win
414,1.0,win
415,-1.0,lose
416,-1.0,lose
417,0.5,tie
418,-1.0,lose
419,-1.0,lose
420,1.0,win
421,-1.0,lose
422,-1.0,lose
423,1.0,win
424,-1.0,lose
425,-1.0,lose
426,1.0,win
427,1.0,win
428,-1.0,lose
429,-1.0,lose
430,1.0,win
431,-1.0,lose
432,1.0,win
433,1.0,win
434,-1.0,lose
435,1.0,win
436,1.0,win
437,-1.0,lose
438,1.0,win
439,-1.0,lose
440,0.5,tie
441,1.0,win
442,-1.0,lose
443,-1.0,lose
444,1.0,win
445,1.0,win
446,1.0,win
447,-1.0,lose
448,-1.0,lose
449,1.0,win
450,-1.0,lose
451,-1.0,lose
452,-1.0,lose
453,1.0,win
454,-1.0,lose
455,-1.0,lose
456,1.0,win
457,1.0,win
458,0.5,tie
459,1.0,win
460,0.5,tie
461,1.0,win
462,1.0,win
463,-1.0,lose
464,1.0,win
465,1.0,win
466,0.5,tie
467,-1.0,lose
468,-1.0,lose
469,-1.0,lose
470,-1.0,lose
471,0.5,tie
472,-1.0,lose
473,-1.0,lose
474,-1.0,lose
475,1.0,win
476,-1.0,lose
477,-1.0,lose
478,1.0,win
479,1.0,win
480,-1.0,lose
481,-1.0,lose
482,-1.0,lose
483,-1.0,lose
484,0.5,tie
485,-1.0,lose
486,1.0,win
487,1.0,win
488,-1.0,lose
489,1.0,win
490,-1.0,lose
491,1.0,win
492,-1.0,lose
493,1.0,win
494,1.0,win
495,0.5,tie
496,1.0,win
497,-1.0,lose
498,1.0,win
499,0.5,tie
500,1.0,win
501,-1.0,lose
502,0.5,tie
503,-1.0,lose
504,-1.0,lose
505,-1.0,lose
506,-1.0,lose
507,1.0,win
508,-1.0,lose
509,1.0,win
510,-1.0,lose
511,1.0,win
512,-1.0,lose
513,1.0,win
514,-1.0,lose
515,1.0,win
516,1.0,win
517,1.0,win
518,-1.0,lose
519,-1.0,lose
520,-1.0,lose
521,0.5,tie
522,1.0,win
523,-1.0,lose
524,1.0,win
525,-1.0,lose
526,-1.0,lose
527,-1.0,lose
528,-1.0,lose
529,0.5,tie
530,-1.0,lose
531,-1.0,lose
532,1.0,win
533,1.0,win
534,1.0,win
535,-1.0,lose
536,-1.0,lose
537,-1.0,lose
538,-1.0,lose
539,-1.0,lose
540,-1.0,lose
541,1.0,win
542,-1.0,lose
543,1.0,win
544,-1.0,lose
545,1.0,win
546,0.5,tie
547,-1.0,lose
548,1.0,win
549,-1.0,lose
550,1.0,win
551,1.0,win
552,1.0,win
553,1.0,win
554,1.0,win
555,1.0,win
556,-1.0,lose
557,1.0,win
558,-1.0,lose
559,-1.0,lose
560,1.0,win
561,-1.0,lose
562,1.0,win
563,0.5,tie
564,0.5,tie
565,-1.0,lose
566,1.0,win
567,1.0,win
568,-1.0,lose
569,-1.0,lose
570,-1.0,lose
571,1.0,win
572,-1.0,lose
573,-1.0,lose
574,1.0,win
575,-1.0,lose
576,-1.0,lose
577,1.0,win
578,1.0,win
579,-1.0,lose
580,-1.0,lose
581,1.0,win
582,0.5,tie
583,1.0,win
584,1.0,win
585,-1.0,lose
586,-1.0,lose
587,-1.0,lose
588,1.0,win
589,-1.0,lose
590,-1.0,lose
591,1.0,win
592,0.5,tie
593,1.0,win
594,1.0,win
595,1.0,win
596,1.0,win
597,0.5,tie
598,1.0,win
599,-1.0,lose
600,1.0,win
601,-1.0,lose
602,1.0,win
603,-1.0,lose
604,-1.0,lose
605,-1.0,lose
606,1.0,win
607,0.5,tie
608,1.0,win
609,1.0,win
610,1.0,win
611,-1.0,lose
612,1.0,win
613,0.5,tie
614,-1.0,lose
615,1.0,win
616,-1.0,lose
617,1.0,win
618,0.5,tie
619,1.0,win
620,-1.0,lose
621,0.5,tie
622,1.0,win
623,0.5,tie
624,1.0,win
625,0.5,tie
626,1.0,win
627,-1.0,lose
628,-1.0,lose
629,1.0,win
630,-1.0,lose
631,1.0,win
632,1.0,win
633,-1.0,lose
634,1.0,win
635,-1.0,lose
636,1.0,win
637,-1.0,lose
638,1.0,win
639,-1.0,lose
640,1.0,win
641,-1.0,lose
642,-1.0,lose
643,0.5,tie
644,1.0,win
645,1.0,win
646,-1.0,lose
647,1.0,win
648,1.0,win
649,-1.0,lose
650,1.0,win
651,1.0,win
652,1.0,win
653,1.0,win
654,1.0,win
655,1.0,win
656,1.0,win
657,-1.0,lose
658,1.0,win
659,1.0,win
660,1.0,win
661,0.5,tie
662,1.0,win
663,-1.0,lose
664,1.0,win
665,-1.0,lose
666,0.5,tie
667,1.0,win
668,1.0,win
669,1.0,win
670,1.0,win
671,-1.0,lose
672,-1.0,lose
673,-1.0,lose
674,1.0,win
675,1.0,win
676,1.0,win
677,1.0,win
678,1.0,win
679,1.0,win
680,1.0,win
681,1.0,win
682,1.0,win
683,-1.0,lose
684,1.0,win
685,0.5,tie
686,1.0,win
687,0.5,tie
688,0.5,tie
689,-1.0,lose
690,-1.0,lose
691,-1.0,lose
692,-1.0,lose
693,1.0,win
694,1.0,win
695,-1.0,lose
696,-1.0,lose
697,-1.0,lose
698,1.0,win
699,1.0,win
700,-1.0,lose
701,1.0,win
702,-1.0,lose
703,0.5,tie
704,0.5,tie
705,1.0,win
706,1.0,win
707,-1.0,lose
708,1.0,win
709,-1.0,lose
710,-1.0,lose
711,1.0,win
712,1.0,win
713,-1.0,lose
714,1.0,win
715,1.0,win
716,-1.0,lose
717,-1.0,lose
718,-1.0,lose
719,1.0,win
720,-1.0,lose
721,-1.0,lose
722,-1.0,lose
723,-1.0,lose
724,1.0,win
725,1.0,win
726,-1.0,lose
727,1.0,win
728,1.0,win
729,-1.0,lose
730,-1.0,lose
731,1.0,win
732,-1.0,lose
733,1.0,win
734,-1.0,lose
735,-1.0,lose
736,-1.0,lose
737,0.5,tie
738,1.0,win
739,0.5,tie
740,1.0,win
741,1.0,win
742,-1.0,lose
743,-1.0,lose
744,1.0,win
745,-1.0,lose
746,-1.0,lose
747,-1.0,lose
748,1.0,win
749,0.5,tie
750,1.0,win
751,1.0,win
752,-1.0,lose
753,1.0,win
754,1.0,win
755,1.0,win
756,1.0,win
757,1.0,win
758,1.0,win
759,1.0,win
760,-1.0,lose
761,-1.0,lose
762,1.0,win
763,0.5,tie
764,-1.0,lose
765,-1.0,lose
766,-1.0,lose
767,-1.0,lose
768,-1.0,lose
769,-1.0,lose
770,-1.0,lose
771,1.0,win
772,1.0,win
773,-1.0,lose
774,-1.0,lose
775,-1.0,lose
776,1.0,win
777,1.0,win
778,-1.0,lose
779,0.5,tie
780,-1.0,lose
781,1.0,win
782,1.0,win
783,-1.0,lose
784,1.0,win
785,0.5,tie
786,-1.0,lose
787,1.0,win
788,0.5,tie
789,1.0,win
790,0.5,tie
791,1.0,win
792,1.0,win
793,1.0,win
794,-1.0,lose
795,1.0,win
796,-1.0,lose
797,-1.0,lose
798,1.0,win
799,-1.0,lose
800,-1.0,lose
801,1.0,win
802,1.0,win
803,1.0,win
804,-1.0,lose
805,1.0,win
806,-1.0,lose
807,1.0,win
808,1.0,win
809,-1.0,lose
810,-1.0,lose
811,1.0,win
812,1.0,win
813,-1.0,lose
814,0.5,tie
815,1.0,win
816,-1.0,lose
817,1.0,win
818,1.0,win
819,1.0,win
820,-1.0,lose
821,-1.0,lose
822,-1.0,lose
823,-1.0,lose
824,1.0,win
825,1.0,win
826,0.5,tie
827,1.0,win
828,-1.0,lose
829,1.0,win
830,1.0,win
831,-1.0,lose
832,1.0,win
833,1.0,win
834,-1.0,lose
835,1.0,win
836,-1.0,lose
837,-1.0,lose
838,1.0,win
839,1.0,win
840,0.5,tie
841,1.0,win
842,1.0,win
843,1.0,win
844,1.0,win
845,1.0,win
846,0.5,tie
847,0.5,tie
848,-1.0,lose
849,1.0,win
850,1.0,win
851,-1.0,lose
852,-1.0,lose
853,1.0,win
854,-1.0,lose
855,1.0,win
856,-1.0,lose
857,-1.0,lose
858,1.0,win
859,-1.0,lose
860,1.0,win
861,1.0,win
862,-1.0,lose
863,-1.0,lose
864,1.0,win
865,-1.0,lose
866,1.0,win
867,-1.0,lose
868,-1.0,lose
869,1.0,win
870,-1.0,lose
871,-1.0,lose
872,1.0,win
873,1.0,win
874,1.0,win
875,1.0,win
876,1.0,win
877,1.0,win
878,1.0,win
879,1.0,win
880,1.0,win
881,1.0,win
882,0.5,tie
883,1.0,win
884,-1.0,lose
885,0.5,tie
886,-1.0,lose
887,1.0,win
888,-1.0,lose
889,1.0,win
890,-1.0,lose
891,-1.0,lose
892,1.0,win
893,1.0,win
894,-1.0,lose
895,1.0,win
896,1.0,win
897,-1.0,lose
898,1.0,win
899,0.5,tie
900,1.0,win
901,1.0,win
902,-1.0,lose
903,1.0,win
904,0.5,tie
905,1.0,win
906,-1.0,lose
907,1.0,win
908,-1.0,lose
909,-1.0,lose
910,1.0,win
911,1.0,win
912,1.0,win
913,-1.0,lose
914,1.0,win
915,1.0,win
916,0.5,tie
917,1.0,win
918,0.5,tie
919,-1.0,lose
920,1.0,win
921,1.0,win
922,1.0,win
923,-1.0,lose
924,0.5,tie
925,-1.0,lose
926,-1.0,lose
927,1.0,win
928,0.5,tie
929,1.0,win
930,-1.0,lose
931,-1.0,lose
932,-1.0,lose
933,1.0,win
934,-1.0,lose
935,1.0,win
936,1.0,win
937,1.0,win
938,-1.0,lose
939,-1.0,lose
940,0.5,tie
941,1.0,win
942,-1.0,lose
943,-1.0,lose
944,1.0,win
945,0.5,tie
946,1.0,win
947,-1.0,lose
948,-1.0,lose
949,1.0,win
950,1.0,win
951,1.0,win
952,-1.0,lose
953,-1.0,lose
954,1.0,win
955,0.5,tie
956,-1.0,lose
957,-1.0,lose
958,1.0,win
959,-1.0,lose
960,1.0,win
961,-1.0,lose
962,1.0,win
963,0.5,tie
964,1.0,win
965,1.0,win
966,-1.0,lose
967,-1.0,lose
968,1.0,win
969,-1.0,lose
970,-1.0,lose
971,0.5,tie
972,1.0,win
973,-1.0,lose
974,1.0,win
975,1.0,win
976,1.0,win
977,1.0,win
978,-1.0,lose
979,-1.0,lose
980,1.0,win
981,-1.0,lose
982,1.0,win
983,-1.0,lose
984,-1.0,lose
985,0.5,tie
986,1.0,win
987,1.0,win
988,-1.0,lose
989,1.0,win
990,1.0,win
991,-1.0,lose
992,-1.0,lose
993,1.0,win
994,0.5,tie
995,-1.0,lose
996,1.0,win
997,1.0,win
998,1.0,win
999,-1.0,lose
1000,1.0,win
1001,-1.0,lose
1002,1.0,win
1003,1.0,win
1004,1.0,win
1005,-1.0,lose
1006,-1.0,lose
1007,1.0,win
1008,-1.0,lose
1009,1.0,win
1010,1.0,win
1011,1.0,win
1012,1.0,win
1013,-1.0,lose
1014,-1.0,lose
1015,1.0,win
1016,1.0,win
1017,-1.0,lose
1018,1.0,win
1019,1.0,win
1020,1.0,win
1021,1.0,win
1022,-1.0,lose
1023,1.0,win
1024,-1.0,lose
1025,-1.0,lose
1026,0.5,tie
1027,-1.0,lose
1028,1.0,win
1029,0.5,tie
1030,0.5,tie
1031,-1.0,lose
1032,1.0,win
1033,1.0,win
1034,-1.0,lose
1035,1.0,win
1036,1.0,win
1037,1.0,win
1038,-1.0,lose
1039,-1.0,lose
1040,1.0,win
1041,1.0,win
1042,1.0,win
1043,1.0,win
1044,1.0,win
1045,0.5,tie
1046,-1.0,lose
1047,0.5,tie
1048,1.0,win
1049,1.0,win
1050,1.0,win
1051,-1.0,lose
1052,1.0,win
1053,1.0,win
1054,1.0,win
1055,1.0,win
1056,-1.0,lose
1057,1.0,win
1058,-1.0,lose
1059,1.0,win
1060,-1.0,lose
1061,-1.0,lose
1062,1.0,win
1063,1.0,win
1064,-1.0,lose
1065,1.0,win
1066,-1.0,lose
1067,-1.0,lose
1068,1.0,win
1069,-1.0,lose
1070,1.0,win
1071,1.0,win
1072,-1.0,lose
1073,-1.0,lose
1074,1.0,win
1075,0.5,tie
1076,-1.0,lose
1077,1.0,win
1078,1.0,win
1079,0.5,tie
1080,0.5,tie
1081,1.0,win
1082,1.0,win
1083,1.0,win
1084,1.0,win
1085,-1.0,lose
1086,1.0,win
1087,-1.0,lose
1088,1.0,win
1089,-1.0,lose
1090,-1.0,lose
1091,-1.0,lose
1092,-1.0,lose
1093,0.5,tie
1094,1.0,win
1095,1.0,win
1096,-1.0,lose
1097,-1.0,lose
1098,-1.0,lose
1099,1.0,win
1100,1.0,win
1101,1.0,win
1102,-1.0,lose
1103,1.0,win
1104,1.0,win
1105,1.0,win
1106,1.0,win
1107,1.0,win
1108,1.0,win
1109,1.0,win
1110,1.0,win
1111,-1.0,lose
1112,1.0,win
1113,1.0,win
1114,1.0,win
1115,-1.0,lose
1116,0.5,tie
1117,0.5,tie
1118,1.0,win
1119,-1.0,lose
1120,1.0,win
1121,-1.0,lose
1122,-1.0,lose
1123,1.0,win
1124,-1.0,lose
1125,-1.0,lose
1126,0.5,tie
1127,1.0,win
1128,-1.0,lose
1129,1.0,win
1130,-1.0,lose
1131,1.0,win
1132,1.0,win
1133,1.0,win
1134,1.0,win
1135,-1.0,lose
1136,1.0,win
1137,1.0,win
1138,1.0,win
1139,-1.0,lose
1140,1.0,win
1141,-1.0,lose
1142,1.0,win
1143,-1.0,lose
1144,1.0,win
1145,1.0,win
1146,1.0,win
1147,1.0,win
1148,-1.0,lose
1149,-1.0,lose
1150,1.0,win
1151,1.0,win
1152,1.0,win
1153,-1.0,lose
1154,1.0,win
1155,1.0,win
1156,1.0,win
1157,0.5,tie
1158,1.0,win
1159,-1.0,lose
1160,-1.0,lose
1161,-1.0,lose
1162,-1.0,lose
1163,-1.0,lose
1164,1.0,win
1165,-1.0,lose
1166,1.0,win
1167,-1.0,lose
1168,-1.0,lose
1169,1.0,win
1170,-1.0,lose
1171,1.0,win
1172,1.0,win
1173,1.0,win
1174,1.0,win
1175,1.0,win
1176,-1.0,lose
1177,1.0,win
1178,-1.0,lose
1179,-1.0,lose
1180,1.0,win
1181,-1.0,lose
1182,1.0,win
1183,-1.0,lose
1184,-1.0,lose
1185,1.0,win
1186,1.0,win
1187,1.0,win
1188,1.0,win
1189,1.0,win
1190,0.5,tie
1191,1.0,win
1192,-1.0,lose
1193,1.0,win
1194,1.0,win
1195,0.5,tie
1196,-1.0,lose
1197,1.0,win
1198,1.0,win
1199,1.0,win
1200,1.0,win
1201,1.0,win
1202,1.0,win
1203,1.0,win
1204,1.0,win
1205,-1.0,lose
1206,1.0,win
1207,-1.0,lose
1208,0.5,tie
1209,1.0,win
1210,1.0,win
1211,1.0,win
1212,-1.0,lose
1213,-1.0,lose
1214,1.0,win
1215,1.0,win
1216,-1.0,lose
1217,1.0,win
1218,1.0,win
1219,-1.0,lose
1220,-1.0,lose
1221,1.0,win
1222,-1.0,lose
1223,0.5,tie
1224,0.5,tie
1225,1.0,win
1226,-1.0,lose
1227,1.0,win
1228,1.0,win
1229,1.0,win
1230,1.0,win
1231,1.0,win
1232,1.0,win
1233,1.0,win
1234,-1.0,lose
1235,1.0,win
1236,1.0,win
1237,1.0,win
1238,1.0,win
1239,1.0,win
1240,-1.0,lose
1241,1.0,win
1242,1.0,win
1243,1.0,win
1244,-1.0,lose
1245,1.0,win
1246,1.0,win
1247,-1.0,lose
1248,1.0,win
1249,1.0,win
1250,-1.0,lose
1251,-1.0,lose
1252,1.0,win
1253,1.0,win
1254,1.0,win
1255,-1.0,lose
1256,0.5,tie
1257,-1.0,lose
1258,1.0,win
1259,1.0,win
1260,-1.0,lose
1261,1.0,win
1262,-1.0,lose
1263,-1.0,lose
1264,1.0,win
1265,-1.0,lose
1266,1.0,win
1267,1.0,win
1268,1.0,win
1269,-1.0,lose
1270,-1.0,lose
1271,1.0,win
1272,-1.0,lose
1273,1.0,win
1274,-1.0,lose
1275,1.0,win
1276,1.0,win
1277,-1.0,lose
1278,-1.0,lose
1279,1.0,win
1280,0.5,tie
1281,1.0,win
1282,1.0,win
1283,1.0,win
1284,1.0,win
1285,1.0,win
1286,1.0,win
1287,-1.0,lose
1288,1.0,win
1289,1.0,win
1290,-1.0,lose
1291,-1.0,lose
1292,-1.0,lose
1293,-1.0,lose
1294,1.0,win
1295,1.0,win
1296,-1.0,lose
1297,1.0,win
1298,-1.0,lose
1299,-1.0,lose
1300,-1.0,lose
1301,1.0,win
1302,1.0,win
1303,-1.0,lose
1304,-1.0,lose
1305,0.5,tie
1306,-1.0,lose
1307,1.0,win
1308,-1.0,lose
1309,1.0,win
1310,1.0,win
1311,1.0,win
1312,-1.0,lose
1313,1.0,win
1314,-1.0,lose
1315,-1.0,lose
1316,-1.0,lose
1317,0.5,tie
1318,1.0,win
1319,-1.0,lose
1320,1.0,win
1321,1.0,win
1322,-1.0,lose
1323,1.0,win
1324,1.0,win
1325,-1.0,lose
1326,0.5,tie
1327,1.0,win
1328,1.0,win
1329,1.0,win
1330,1.0,win
1331,1.0,win
1332,1.0,win
1333,1.0,win
1334,1.0,win
1335,-1.0,lose
1336,-1.0,lose
1337,1.0,win
1338,1.0,win
1339,1.0,win
1340,1.0,win
1341,-1.0,lose
1342,1.0,win
1343,1.0,win
1344,1.0,win
1345,-1.0,lose
1346,-1.0,lose
1347,0.5,tie
1348,1.0,win
1349,-1.0,lose
1350,1.0,win
1351,-1.0,lose
1352,1.0,win
1353,1.0,win
1354,1.0,win
1355,-1.0,lose
1356,1.0,win
1357,-1.0,lose
1358,1.0,win
1359,1.0,win
1360,1.0,win
1361,1.0,win
1362,-1.0,lose
1363,1.0,win
1364,-1.0,lose
1365,-1.0,lose
1366,0.5,tie
1367,1.0,win
1368,-1.0,lose
1369,-1.0,lose
1370,-1.0,lose
1371,-1.0,lose
1372,1.0,win
1373,-1.0,lose
1374,1.0,win
1375,1.0,win
1376,1.0,win
1377,1.0,win
1378,1.0,win
1379,-1.0,lose
1380,1.0,win
1381,1.0,win
1382,1.0,win
1383,1.0,win
1384,1.0,win
1385,1.0,win
1386,-1.0,lose
1387,1.0,win
1388,-1.0,lose
1389,-1.0,lose
1390,1.0,win
1391,1.0,win
1392,-1.0,lose
1393,1.0,win
1394,0.5,tie
1395,1.0,win
1396,1.0,win
1397,1.0,win
1398,-1.0,lose
1399,-1.0,lose
1400,1.0,win
1401,1.0,win
1402,1.0,win
1403,1.0,win
1404,1.0,win
1405,1.0,win
1406,-1.0,lose
1407,-1.0,lose
1408,1.0,win
1409,1.0,win
1410,1.0,win
1411,1.0,win
1412,1.0,win
1413,1.0,win
1414,-1.0,lose
1415,-1.0,lose
1416,1.0,win
1417,-1.0,lose
1418,1.0,win
1419,1.0,win
1420,1.0,win
1421,1.0,win
1422,1.0,win
1423,-1.0,lose
1424,1.0,win
1425,-1.0,lose
1426,0.5,tie
1427,-1.0,lose
1428,-1.0,lose
1429,-1.0,lose
1430,1.0,win
1431,1.0,win
1432,0.5,tie
1433,-1.0,lose
1434,1.0,win
1435,-1.0,lose
1436,1.0,win
1437,1.0,win
1438,0.5,tie
1439,-1.0,lose
1440,-1.0,lose
1441,-1.0,lose
1442,0.5,tie
1443,-1.0,lose
1444,-1.0,lose
1445,0.5,tie
1446,-1.0,lose
1447,1.0,win
1448,1.0,win
1449,1.0,win
1450,1.0,win
1451,1.0,win
1452,-1.0,lose
1453,-1.0,lose
1454,1.0,win
1455,1.0,win
1456,1.0,win
1457,1.0,win
1458,-1.0,lose
1459,-1.0,lose
1460,1.0,win
1461,-1.0,lose
1462,1.0,win
1463,1.0,win
1464,1.0,win
1465,-1.0,lose
1466,-1.0,lose
1467,-1.0,lose
1468,1.0,win
1469,1.0,win
1470,1.0,win
1471,1.0,win
1472,1.0,win
1473,-1.0,lose
1474,-1.0,lose
1475,-1.0,lose
1476,-1.0,lose
1477,1.0,win
1478,0.5,tie
1479,1.0,win
1480,-1.0,lose
1481,1.0,win
1482,1.0,win
1483,1.0,win
1484,1.0,win
1485,0.5,tie
1486,-1.0,lose
1487,-1.0,lose
1488,1.0,win
1489,1.0,win
1490,-1.0,lose
1491,1.0,win
1492,1.0,win
1493,-1.0,lose
1494,-1.0,lose
1495,1.0,win
1496,-1.0,lose
1497,1.0,win
1498,0.5,tie
1499,1.0,win
1500,-1.0,lose
1501,-1.0,lose
1502,1.0,win
1503,-1.0,lose
1504,1.0,win
1505,-1.0,lose
1506,-1.0,lose
1507,1.0,win
1508,-1.0,lose
1509,1.0,win
1510,1.0,win
1511,1.0,win
1512,1.0,win
1513,1.0,win
