Episode,Reward,Result
31389,0.5,tie
31390,1.0,win
31391,1.0,win
31392,0.5,tie
31393,-1.0,lose
31394,1.0,win
31395,1.0,win
31396,1.0,win
31397,1.0,win
31398,1.0,win
31399,1.0,win
31400,1.0,win
31401,1.0,win
31402,1.0,win
31403,1.0,win
31404,0.5,tie
31405,-1.0,lose
31406,1.0,win
31407,1.0,win
31408,1.0,win
31409,1.0,win
31410,-1.0,lose
31411,1.0,win
31412,1.0,win
31413,1.0,win
31414,1.0,win
31415,1.0,win
31416,1.0,win
31417,1.0,win
31418,1.0,win
31419,1.0,win
31420,1.0,win
31421,1.0,win
31422,-1.0,lose
31423,1.0,win
31424,-1.0,lose
31425,1.0,win
31426,1.0,win
31427,1.0,win
31428,1.0,win
31429,1.0,win
31430,-1.0,lose
31431,1.0,win
31432,1.0,win
31433,0.5,tie
31434,0.5,tie
31435,1.0,win
31436,0.5,tie
31437,1.0,win
31438,1.0,win
31439,-1.0,lose
31440,1.0,win
31441,1.0,win
31442,1.0,win
31443,1.0,win
31444,1.0,win
31445,1.0,win
31446,1.0,win
31447,1.0,win
31448,1.0,win
31449,1.0,win
31450,1.0,win
31451,1.0,win
31452,1.0,win
31453,1.0,win
31454,1.0,win
31455,1.0,win
31456,1.0,win
31457,1.0,win
31458,1.0,win
31459,1.0,win
31460,1.0,win
31461,-1.0,lose
31462,1.0,win
31463,1.0,win
31464,1.0,win
31465,-1.0,lose
31466,1.0,win
31467,1.0,win
31468,1.0,win
31469,-1.0,lose
31470,-1.0,lose
31471,1.0,win
31472,-1.0,lose
31473,1.0,win
31474,1.0,win
31475,-1.0,lose
31476,-1.0,lose
31477,1.0,win
31478,-1.0,lose
31479,1.0,win
31480,1.0,win
31481,1.0,win
31482,1.0,win
31483,1.0,win
31484,1.0,win
31485,-1.0,lose
31486,0.5,tie
31487,-1.0,lose
31488,1.0,win
31489,-1.0,lose
31490,1.0,win
31491,1.0,win
31492,-1.0,lose
31493,-1.0,lose
31494,1.0,win
31495,1.0,win
31496,-1.0,lose
31497,1.0,win
31498,1.0,win
31499,1.0,win
31500,1.0,win
31501,1.0,win
31502,1.0,win
31503,1.0,win
31504,1.0,win
31505,1.0,win
31506,1.0,win
31507,1.0,win
31508,1.0,win
31509,-1.0,lose
31510,1.0,win
31511,1.0,win
31512,1.0,win
31513,1.0,win
31514,1.0,win
31515,1.0,win
31516,1.0,win
31517,1.0,win
31518,-1.0,lose
31519,1.0,win
31520,-1.0,lose
31521,1.0,win
31522,1.0,win
31523,1.0,win
31524,1.0,win
31525,1.0,win
31526,1.0,win
31527,1.0,win
31528,1.0,win
31529,1.0,win
31530,1.0,win
31531,1.0,win
31532,-1.0,lose
31533,1.0,win
31534,0.5,tie
31535,1.0,win
31536,1.0,win
31537,1.0,win
31538,1.0,win
31539,1.0,win
31540,1.0,win
31541,1.0,win
31542,1.0,win
31543,-1.0,lose
31544,1.0,win
31545,1.0,win
31546,1.0,win
31547,0.5,tie
31548,1.0,win
31549,-1.0,lose
31550,-1.0,lose
31551,1.0,win
31552,1.0,win
31553,1.0,win
31554,1.0,win
31555,1.0,win
31556,1.0,win
31557,-1.0,lose
31558,1.0,win
31559,1.0,win
31560,1.0,win
31561,1.0,win
31562,1.0,win
31563,1.0,win
31564,-1.0,lose
31565,1.0,win
31566,1.0,win
31567,1.0,win
31568,1.0,win
31569,-1.0,lose
31570,1.0,win
31571,1.0,win
31572,0.5,tie
31573,1.0,win
31574,1.0,win
31575,1.0,win
31576,1.0,win
31577,0.5,tie
31578,1.0,win
31579,1.0,win
31580,-1.0,lose
31581,1.0,win
31582,1.0,win
31583,1.0,win
31584,1.0,win
31585,1.0,win
31586,1.0,win
31587,1.0,win
31588,1.0,win
31589,1.0,win
31590,1.0,win
31591,1.0,win
31592,1.0,win
31593,1.0,win
31594,-1.0,lose
31595,-1.0,lose
31596,0.5,tie
31597,-1.0,lose
31598,1.0,win
31599,1.0,win
31600,1.0,win
31601,1.0,win
31602,1.0,win
31603,1.0,win
31604,1.0,win
31605,-1.0,lose
31606,1.0,win
31607,1.0,win
31608,1.0,win
31609,1.0,win
31610,1.0,win
31611,1.0,win
31612,1.0,win
31613,1.0,win
31614,1.0,win
31615,1.0,win
31616,1.0,win
31617,1.0,win
31618,-1.0,lose
31619,1.0,win
31620,1.0,win
31621,1.0,win
31622,1.0,win
31623,-1.0,lose
31624,1.0,win
31625,-1.0,lose
31626,1.0,win
31627,1.0,win
31628,1.0,win
31629,1.0,win
31630,1.0,win
31631,1.0,win
31632,1.0,win
31633,1.0,win
31634,1.0,win
31635,1.0,win
31636,1.0,win
31637,1.0,win
31638,-1.0,lose
31639,1.0,win
31640,1.0,win
31641,1.0,win
31642,1.0,win
31643,1.0,win
31644,1.0,win
31645,1.0,win
31646,1.0,win
31647,-1.0,lose
31648,1.0,win
31649,1.0,win
31650,1.0,win
31651,1.0,win
31652,-1.0,lose
31653,1.0,win
31654,1.0,win
31655,1.0,win
31656,1.0,win
31657,1.0,win
31658,1.0,win
31659,1.0,win
31660,-1.0,lose
31661,1.0,win
31662,1.0,win
31663,1.0,win
31664,1.0,win
31665,-1.0,lose
31666,0.5,tie
31667,1.0,win
31668,1.0,win
31669,1.0,win
31670,1.0,win
31671,1.0,win
31672,1.0,win
31673,-1.0,lose
31674,1.0,win
31675,1.0,win
31676,1.0,win
31677,1.0,win
31678,1.0,win
31679,1.0,win
31680,1.0,win
31681,1.0,win
31682,1.0,win
31683,1.0,win
31684,1.0,win
31685,1.0,win
31686,1.0,win
31687,1.0,win
31688,1.0,win
31689,1.0,win
31690,-1.0,lose
31691,1.0,win
31692,1.0,win
31693,1.0,win
31694,1.0,win
31695,0.5,tie
31696,1.0,win
31697,1.0,win
31698,1.0,win
31699,1.0,win
31700,1.0,win
31701,1.0,win
31702,1.0,win
31703,1.0,win
31704,1.0,win
31705,-1.0,lose
31706,1.0,win
31707,1.0,win
31708,1.0,win
31709,1.0,win
31710,-1.0,lose
31711,1.0,win
31712,-1.0,lose
31713,1.0,win
31714,1.0,win
31715,-1.0,lose
31716,1.0,win
31717,1.0,win
31718,1.0,win
31719,1.0,win
31720,1.0,win
31721,1.0,win
31722,1.0,win
31723,-1.0,lose
31724,1.0,win
31725,1.0,win
31726,1.0,win
31727,0.5,tie
31728,0.5,tie
31729,1.0,win
31730,1.0,win
31731,0.5,tie
31732,1.0,win
31733,1.0,win
31734,1.0,win
31735,1.0,win
31736,-1.0,lose
31737,1.0,win
31738,0.5,tie
31739,1.0,win
31740,-1.0,lose
31741,-1.0,lose
31742,1.0,win
31743,1.0,win
31744,1.0,win
31745,-1.0,lose
31746,1.0,win
31747,1.0,win
31748,1.0,win
31749,1.0,win
31750,1.0,win
31751,1.0,win
31752,1.0,win
31753,1.0,win
31754,1.0,win
31755,1.0,win
31756,1.0,win
31757,1.0,win
31758,1.0,win
31759,1.0,win
31760,1.0,win
31761,-1.0,lose
31762,1.0,win
31763,1.0,win
31764,1.0,win
31765,-1.0,lose
31766,1.0,win
31767,1.0,win
31768,1.0,win
31769,1.0,win
31770,1.0,win
31771,1.0,win
31772,1.0,win
31773,-1.0,lose
31774,1.0,win
31775,1.0,win
31776,1.0,win
31777,1.0,win
31778,1.0,win
31779,1.0,win
31780,1.0,win
31781,1.0,win
31782,1.0,win
31783,1.0,win
31784,1.0,win
31785,1.0,win
31786,-1.0,lose
31787,-1.0,lose
31788,1.0,win
31789,1.0,win
31790,-1.0,lose
31791,1.0,win
31792,1.0,win
31793,1.0,win
31794,1.0,win
31795,1.0,win
31796,1.0,win
31797,-1.0,lose
31798,1.0,win
31799,1.0,win
31800,1.0,win
31801,1.0,win
31802,1.0,win
31803,1.0,win
31804,1.0,win
31805,1.0,win
31806,1.0,win
31807,1.0,win
31808,1.0,win
31809,1.0,win
31810,1.0,win
31811,1.0,win
31812,1.0,win
31813,-1.0,lose
31814,0.5,tie
31815,1.0,win
31816,1.0,win
31817,1.0,win
31818,1.0,win
31819,-1.0,lose
31820,1.0,win
31821,1.0,win
31822,1.0,win
31823,-1.0,lose
31824,1.0,win
31825,1.0,win
31826,1.0,win
31827,1.0,win
31828,0.5,tie
31829,1.0,win
31830,1.0,win
31831,1.0,win
31832,-1.0,lose
31833,1.0,win
31834,1.0,win
31835,1.0,win
31836,1.0,win
31837,1.0,win
31838,1.0,win
31839,1.0,win
31840,1.0,win
31841,1.0,win
31842,1.0,win
31843,0.5,tie
31844,1.0,win
31845,0.5,tie
31846,1.0,win
31847,-1.0,lose
31848,1.0,win
31849,1.0,win
31850,1.0,win
31851,1.0,win
31852,-1.0,lose
31853,1.0,win
31854,1.0,win
31855,-1.0,lose
31856,1.0,win
31857,1.0,win
31858,1.0,win
31859,-1.0,lose
31860,1.0,win
31861,1.0,win
31862,1.0,win
31863,0.5,tie
31864,1.0,win
31865,0.5,tie
31866,1.0,win
31867,1.0,win
31868,1.0,win
31869,1.0,win
31870,1.0,win
31871,1.0,win
31872,-1.0,lose
31873,1.0,win
31874,1.0,win
31875,1.0,win
31876,1.0,win
31877,1.0,win
31878,1.0,win
31879,-1.0,lose
31880,1.0,win
31881,1.0,win
31882,-1.0,lose
31883,-1.0,lose
31884,1.0,win
31885,-1.0,lose
31886,1.0,win
31887,1.0,win
31888,1.0,win
31889,1.0,win
31890,-1.0,lose
31891,1.0,win
31892,1.0,win
31893,1.0,win
31894,1.0,win
31895,-1.0,lose
31896,1.0,win
31897,1.0,win
31898,1.0,win
31899,1.0,win
31900,1.0,win
31901,1.0,win
31902,1.0,win
31903,0.5,tie
31904,1.0,win
31905,1.0,win
31906,1.0,win
31907,1.0,win
31908,1.0,win
31909,1.0,win
31910,1.0,win
31911,1.0,win
31912,1.0,win
31913,1.0,win
31914,1.0,win
31915,1.0,win
31916,0.5,tie
31917,0.5,tie
31918,1.0,win
31919,1.0,win
31920,1.0,win
31921,1.0,win
31922,1.0,win
31923,1.0,win
31924,1.0,win
31925,1.0,win
31926,-1.0,lose
31927,1.0,win
31928,-1.0,lose
31929,1.0,win
31930,1.0,win
31931,1.0,win
31932,1.0,win
31933,1.0,win
31934,1.0,win
31935,1.0,win
31936,1.0,win
31937,1.0,win
31938,1.0,win
31939,1.0,win
31940,1.0,win
31941,1.0,win
31942,1.0,win
31943,-1.0,lose
31944,1.0,win
31945,1.0,win
31946,1.0,win
31947,1.0,win
31948,1.0,win
31949,1.0,win
31950,1.0,win
31951,1.0,win
31952,1.0,win
31953,1.0,win
31954,1.0,win
31955,1.0,win
31956,-1.0,lose
31957,-1.0,lose
31958,1.0,win
31959,1.0,win
31960,1.0,win
31961,1.0,win
31962,1.0,win
31963,0.5,tie
31964,-1.0,lose
31965,1.0,win
31966,1.0,win
31967,1.0,win
31968,1.0,win
31969,1.0,win
31970,1.0,win
31971,1.0,win
31972,1.0,win
31973,-1.0,lose
31974,1.0,win
31975,1.0,win
31976,1.0,win
31977,1.0,win
31978,0.5,tie
31979,1.0,win
31980,1.0,win
31981,-1.0,lose
31982,1.0,win
31983,-1.0,lose
31984,1.0,win
31985,1.0,win
31986,1.0,win
31987,0.5,tie
31988,-1.0,lose
31989,1.0,win
31990,-1.0,lose
31991,1.0,win
31992,1.0,win
31993,1.0,win
31994,-1.0,lose
31995,1.0,win
31996,-1.0,lose
31997,1.0,win
31998,1.0,win
31999,1.0,win
32000,1.0,win
32001,1.0,win
32002,1.0,win
32003,0.5,tie
32004,1.0,win
32005,1.0,win
32006,1.0,win
32007,1.0,win
32008,1.0,win
32009,1.0,win
32010,1.0,win
32011,1.0,win
32012,0.5,tie
32013,1.0,win
32014,1.0,win
32015,1.0,win
32016,1.0,win
32017,1.0,win
32018,1.0,win
32019,-1.0,lose
32020,1.0,win
32021,1.0,win
32022,1.0,win
32023,1.0,win
32024,1.0,win
32025,1.0,win
32026,1.0,win
32027,1.0,win
32028,1.0,win
32029,-1.0,lose
32030,1.0,win
32031,1.0,win
32032,1.0,win
32033,1.0,win
32034,1.0,win
32035,1.0,win
32036,1.0,win
32037,-1.0,lose
32038,-1.0,lose
32039,1.0,win
32040,1.0,win
32041,1.0,win
32042,1.0,win
32043,1.0,win
32044,1.0,win
32045,1.0,win
32046,1.0,win
32047,1.0,win
32048,1.0,win
32049,1.0,win
32050,-1.0,lose
32051,1.0,win
32052,0.5,tie
32053,1.0,win
32054,1.0,win
32055,0.5,tie
32056,1.0,win
32057,-1.0,lose
32058,-1.0,lose
32059,1.0,win
32060,1.0,win
32061,1.0,win
32062,-1.0,lose
32063,-1.0,lose
32064,1.0,win
32065,1.0,win
32066,1.0,win
32067,0.5,tie
32068,0.5,tie
32069,1.0,win
32070,1.0,win
32071,1.0,win
32072,1.0,win
32073,1.0,win
32074,1.0,win
32075,1.0,win
32076,1.0,win
32077,1.0,win
32078,1.0,win
32079,1.0,win
32080,1.0,win
32081,1.0,win
32082,-1.0,lose
32083,1.0,win
32084,1.0,win
32085,1.0,win
32086,1.0,win
32087,-1.0,lose
32088,1.0,win
32089,1.0,win
32090,1.0,win
32091,1.0,win
32092,-1.0,lose
32093,1.0,win
32094,0.5,tie
32095,1.0,win
32096,1.0,win
32097,1.0,win
32098,1.0,win
32099,1.0,win
32100,1.0,win
32101,1.0,win
32102,1.0,win
32103,1.0,win
32104,1.0,win
32105,1.0,win
32106,1.0,win
32107,1.0,win
32108,1.0,win
32109,1.0,win
32110,1.0,win
32111,1.0,win
32112,-1.0,lose
32113,1.0,win
32114,1.0,win
32115,1.0,win
32116,1.0,win
32117,1.0,win
32118,1.0,win
32119,1.0,win
32120,-1.0,lose
32121,1.0,win
32122,1.0,win
32123,0.5,tie
32124,1.0,win
32125,1.0,win
32126,0.5,tie
32127,-1.0,lose
32128,1.0,win
32129,1.0,win
32130,0.5,tie
32131,-1.0,lose
32132,1.0,win
32133,0.5,tie
32134,0.5,tie
32135,-1.0,lose
32136,1.0,win
32137,0.5,tie
32138,-1.0,lose
32139,1.0,win
32140,1.0,win
32141,1.0,win
32142,1.0,win
32143,1.0,win
32144,-1.0,lose
32145,1.0,win
32146,1.0,win
32147,-1.0,lose
32148,1.0,win
32149,0.5,tie
32150,1.0,win
32151,1.0,win
32152,1.0,win
32153,1.0,win
32154,1.0,win
32155,1.0,win
32156,1.0,win
32157,1.0,win
32158,1.0,win
32159,1.0,win
32160,1.0,win
32161,1.0,win
32162,1.0,win
32163,1.0,win
32164,1.0,win
32165,1.0,win
32166,1.0,win
32167,1.0,win
32168,1.0,win
32169,-1.0,lose
32170,1.0,win
32171,1.0,win
32172,1.0,win
32173,1.0,win
32174,1.0,win
32175,1.0,win
32176,1.0,win
32177,1.0,win
32178,1.0,win
32179,-1.0,lose
32180,0.5,tie
32181,1.0,win
32182,1.0,win
32183,1.0,win
32184,1.0,win
32185,1.0,win
32186,1.0,win
32187,1.0,win
32188,1.0,win
32189,1.0,win
32190,1.0,win
32191,1.0,win
32192,1.0,win
32193,0.5,tie
32194,1.0,win
32195,1.0,win
32196,1.0,win
32197,1.0,win
32198,1.0,win
32199,1.0,win
32200,-1.0,lose
32201,1.0,win
32202,1.0,win
32203,1.0,win
32204,1.0,win
32205,1.0,win
32206,1.0,win
32207,-1.0,lose
32208,1.0,win
32209,1.0,win
32210,1.0,win
32211,0.5,tie
32212,1.0,win
32213,1.0,win
32214,1.0,win
32215,1.0,win
32216,1.0,win
32217,1.0,win
32218,1.0,win
32219,1.0,win
32220,1.0,win
32221,1.0,win
32222,1.0,win
32223,1.0,win
32224,-1.0,lose
32225,1.0,win
32226,1.0,win
32227,1.0,win
32228,1.0,win
32229,1.0,win
32230,0.5,tie
32231,1.0,win
32232,1.0,win
32233,1.0,win
32234,1.0,win
32235,1.0,win
32236,-1.0,lose
32237,1.0,win
32238,1.0,win
32239,1.0,win
32240,1.0,win
32241,1.0,win
32242,1.0,win
32243,1.0,win
32244,1.0,win
32245,1.0,win
32246,1.0,win
32247,1.0,win
32248,1.0,win
32249,1.0,win
32250,1.0,win
32251,0.5,tie
32252,-1.0,lose
32253,1.0,win
32254,-1.0,lose
32255,-1.0,lose
32256,1.0,win
32257,1.0,win
32258,0.5,tie
32259,1.0,win
32260,1.0,win
32261,1.0,win
32262,1.0,win
32263,1.0,win
32264,1.0,win
32265,1.0,win
32266,1.0,win
32267,1.0,win
32268,1.0,win
32269,-1.0,lose
32270,1.0,win
32271,1.0,win
32272,-1.0,lose
32273,1.0,win
32274,0.5,tie
32275,-1.0,lose
32276,1.0,win
32277,1.0,win
32278,0.5,tie
32279,1.0,win
32280,1.0,win
32281,1.0,win
32282,1.0,win
32283,1.0,win
32284,1.0,win
32285,-1.0,lose
32286,1.0,win
32287,1.0,win
32288,1.0,win
32289,1.0,win
32290,1.0,win
32291,1.0,win
32292,1.0,win
32293,1.0,win
32294,1.0,win
32295,1.0,win
32296,1.0,win
32297,1.0,win
32298,1.0,win
32299,0.5,tie
32300,1.0,win
32301,1.0,win
32302,1.0,win
32303,-1.0,lose
32304,1.0,win
32305,1.0,win
32306,0.5,tie
32307,1.0,win
32308,1.0,win
32309,-1.0,lose
32310,1.0,win
32311,1.0,win
32312,1.0,win
32313,0.5,tie
32314,1.0,win
32315,1.0,win
32316,1.0,win
32317,1.0,win
32318,1.0,win
32319,1.0,win
32320,1.0,win
32321,1.0,win
32322,0.5,tie
32323,-1.0,lose
32324,1.0,win
32325,-1.0,lose
32326,1.0,win
32327,1.0,win
32328,1.0,win
32329,1.0,win
32330,1.0,win
32331,1.0,win
32332,1.0,win
32333,1.0,win
32334,1.0,win
32335,1.0,win
32336,1.0,win
32337,1.0,win
32338,1.0,win
32339,-1.0,lose
32340,1.0,win
32341,-1.0,lose
32342,1.0,win
32343,1.0,win
32344,1.0,win
32345,1.0,win
32346,0.5,tie
32347,1.0,win
32348,0.5,tie
32349,1.0,win
32350,1.0,win
32351,1.0,win
32352,-1.0,lose
32353,1.0,win
32354,1.0,win
32355,1.0,win
32356,1.0,win
32357,1.0,win
32358,1.0,win
32359,1.0,win
32360,1.0,win
32361,1.0,win
32362,1.0,win
32363,1.0,win
32364,1.0,win
32365,1.0,win
32366,1.0,win
32367,1.0,win
32368,1.0,win
32369,1.0,win
32370,1.0,win
32371,1.0,win
32372,1.0,win
32373,1.0,win
32374,1.0,win
32375,1.0,win
32376,1.0,win
32377,-1.0,lose
32378,1.0,win
32379,1.0,win
32380,1.0,win
32381,-1.0,lose
32382,1.0,win
32383,1.0,win
32384,0.5,tie
32385,-1.0,lose
32386,1.0,win
32387,1.0,win
32388,1.0,win
32389,1.0,win
32390,1.0,win
32391,1.0,win
32392,1.0,win
32393,1.0,win
32394,1.0,win
32395,1.0,win
32396,1.0,win
32397,-1.0,lose
32398,1.0,win
32399,1.0,win
32400,1.0,win
32401,1.0,win
32402,1.0,win
32403,1.0,win
32404,1.0,win
32405,1.0,win
32406,1.0,win
32407,0.5,tie
32408,1.0,win
32409,-1.0,lose
32410,1.0,win
32411,0.5,tie
32412,1.0,win
32413,1.0,win
32414,1.0,win
32415,1.0,win
32416,1.0,win
32417,1.0,win
32418,1.0,win
32419,1.0,win
32420,-1.0,lose
32421,1.0,win
32422,0.5,tie
32423,1.0,win
32424,1.0,win
32425,1.0,win
32426,1.0,win
32427,1.0,win
32428,1.0,win
32429,1.0,win
32430,-1.0,lose
32431,1.0,win
32432,1.0,win
32433,-1.0,lose
32434,1.0,win
32435,-1.0,lose
32436,1.0,win
32437,1.0,win
32438,0.5,tie
32439,1.0,win
32440,1.0,win
32441,1.0,win
32442,1.0,win
32443,1.0,win
32444,-1.0,lose
32445,1.0,win
32446,1.0,win
32447,1.0,win
32448,-1.0,lose
32449,-1.0,lose
32450,0.5,tie
32451,0.5,tie
32452,0.5,tie
32453,1.0,win
32454,1.0,win
32455,1.0,win
32456,1.0,win
32457,-1.0,lose
32458,1.0,win
32459,-1.0,lose
32460,0.5,tie
32461,1.0,win
32462,1.0,win
32463,-1.0,lose
32464,0.5,tie
32465,1.0,win
32466,1.0,win
32467,1.0,win
32468,1.0,win
32469,1.0,win
32470,1.0,win
32471,1.0,win
32472,1.0,win
32473,1.0,win
32474,1.0,win
32475,-1.0,lose
32476,1.0,win
32477,1.0,win
32478,1.0,win
32479,1.0,win
32480,-1.0,lose
32481,1.0,win
32482,1.0,win
32483,1.0,win
32484,1.0,win
32485,1.0,win
32486,1.0,win
32487,1.0,win
32488,1.0,win
32489,1.0,win
32490,1.0,win
32491,1.0,win
32492,1.0,win
32493,1.0,win
32494,1.0,win
32495,-1.0,lose
32496,1.0,win
32497,-1.0,lose
32498,1.0,win
32499,-1.0,lose
32500,1.0,win
32501,1.0,win
32502,1.0,win
32503,-1.0,lose
32504,1.0,win
32505,0.5,tie
32506,1.0,win
32507,1.0,win
32508,-1.0,lose
32509,1.0,win
32510,1.0,win
32511,1.0,win
32512,-1.0,lose
32513,1.0,win
32514,1.0,win
32515,-1.0,lose
32516,1.0,win
32517,1.0,win
32518,1.0,win
32519,1.0,win
32520,1.0,win
32521,-1.0,lose
32522,1.0,win
32523,1.0,win
32524,1.0,win
32525,-1.0,lose
32526,1.0,win
32527,1.0,win
32528,1.0,win
32529,1.0,win
32530,1.0,win
32531,1.0,win
32532,0.5,tie
32533,1.0,win
32534,-1.0,lose
32535,1.0,win
32536,-1.0,lose
32537,-1.0,lose
32538,0.5,tie
32539,-1.0,lose
32540,1.0,win
32541,1.0,win
32542,1.0,win
32543,1.0,win
32544,-1.0,lose
32545,1.0,win
32546,1.0,win
32547,0.5,tie
32548,-1.0,lose
32549,1.0,win
32550,1.0,win
32551,1.0,win
32552,-1.0,lose
32553,-1.0,lose
32554,1.0,win
32555,1.0,win
32556,1.0,win
32557,1.0,win
32558,1.0,win
32559,1.0,win
32560,1.0,win
32561,1.0,win
32562,1.0,win
32563,1.0,win
32564,1.0,win
32565,1.0,win
32566,-1.0,lose
32567,1.0,win
32568,1.0,win
32569,1.0,win
32570,1.0,win
32571,1.0,win
32572,1.0,win
32573,1.0,win
32574,1.0,win
32575,1.0,win
32576,1.0,win
32577,1.0,win
32578,1.0,win
32579,1.0,win
32580,1.0,win
32581,1.0,win
32582,1.0,win
32583,1.0,win
32584,1.0,win
32585,1.0,win
32586,1.0,win
32587,-1.0,lose
32588,-1.0,lose
32589,-1.0,lose
32590,1.0,win
32591,1.0,win
32592,-1.0,lose
32593,1.0,win
32594,1.0,win
32595,1.0,win
32596,1.0,win
32597,1.0,win
32598,1.0,win
32599,1.0,win
32600,1.0,win
32601,0.5,tie
32602,1.0,win
32603,-1.0,lose
32604,1.0,win
32605,-1.0,lose
32606,1.0,win
32607,1.0,win
32608,1.0,win
32609,1.0,win
32610,1.0,win
32611,1.0,win
32612,-1.0,lose
32613,0.5,tie
32614,1.0,win
32615,1.0,win
32616,-1.0,lose
32617,1.0,win
32618,1.0,win
32619,1.0,win
32620,1.0,win
32621,1.0,win
32622,1.0,win
32623,-1.0,lose
32624,1.0,win
32625,1.0,win
32626,1.0,win
32627,1.0,win
32628,-1.0,lose
32629,1.0,win
32630,1.0,win
32631,1.0,win
32632,1.0,win
32633,1.0,win
32634,1.0,win
32635,0.5,tie
32636,1.0,win
32637,1.0,win
32638,1.0,win
32639,1.0,win
32640,1.0,win
32641,1.0,win
32642,1.0,win
32643,1.0,win
32644,1.0,win
32645,1.0,win
32646,1.0,win
32647,1.0,win
32648,1.0,win
32649,1.0,win
32650,1.0,win
32651,-1.0,lose
32652,1.0,win
32653,1.0,win
32654,1.0,win
32655,1.0,win
32656,1.0,win
32657,1.0,win
32658,1.0,win
32659,1.0,win
32660,-1.0,lose
32661,1.0,win
32662,1.0,win
32663,1.0,win
32664,1.0,win
32665,1.0,win
32666,0.5,tie
32667,1.0,win
32668,1.0,win
32669,1.0,win
32670,1.0,win
32671,-1.0,lose
32672,1.0,win
32673,1.0,win
32674,1.0,win
32675,1.0,win
32676,0.5,tie
32677,1.0,win
32678,1.0,win
32679,1.0,win
32680,-1.0,lose
32681,1.0,win
32682,1.0,win
32683,1.0,win
32684,1.0,win
32685,1.0,win
32686,1.0,win
32687,1.0,win
32688,1.0,win
32689,1.0,win
32690,1.0,win
32691,1.0,win
32692,1.0,win
32693,1.0,win
32694,1.0,win
32695,1.0,win
32696,-1.0,lose
32697,1.0,win
32698,1.0,win
32699,1.0,win
32700,1.0,win
32701,1.0,win
32702,1.0,win
32703,1.0,win
32704,1.0,win
32705,1.0,win
32706,-1.0,lose
32707,1.0,win
32708,1.0,win
32709,1.0,win
32710,1.0,win
32711,1.0,win
32712,1.0,win
32713,-1.0,lose
32714,1.0,win
32715,0.5,tie
32716,1.0,win
32717,1.0,win
32718,1.0,win
32719,1.0,win
32720,1.0,win
32721,1.0,win
32722,1.0,win
32723,1.0,win
32724,1.0,win
32725,1.0,win
32726,1.0,win
32727,0.5,tie
32728,1.0,win
32729,-1.0,lose
32730,-1.0,lose
32731,1.0,win
32732,1.0,win
32733,1.0,win
32734,-1.0,lose
32735,1.0,win
32736,0.5,tie
32737,1.0,win
32738,1.0,win
32739,-1.0,lose
32740,1.0,win
32741,1.0,win
32742,1.0,win
32743,1.0,win
32744,1.0,win
32745,1.0,win
32746,1.0,win
32747,1.0,win
32748,1.0,win
32749,1.0,win
32750,1.0,win
32751,1.0,win
32752,0.5,tie
32753,1.0,win
32754,1.0,win
32755,1.0,win
32756,1.0,win
32757,1.0,win
32758,1.0,win
32759,1.0,win
32760,-1.0,lose
32761,1.0,win
32762,1.0,win
32763,1.0,win
32764,1.0,win
32765,1.0,win
32766,1.0,win
32767,0.5,tie
32768,1.0,win
32769,-1.0,lose
32770,1.0,win
32771,1.0,win
32772,1.0,win
32773,1.0,win
32774,1.0,win
32775,0.5,tie
32776,1.0,win
32777,1.0,win
32778,1.0,win
32779,1.0,win
32780,-1.0,lose
32781,1.0,win
32782,1.0,win
32783,1.0,win
32784,1.0,win
32785,-1.0,lose
32786,1.0,win
32787,1.0,win
32788,1.0,win
32789,1.0,win
32790,1.0,win
32791,1.0,win
32792,0.5,tie
32793,1.0,win
32794,1.0,win
32795,1.0,win
32796,1.0,win
32797,1.0,win
32798,1.0,win
32799,1.0,win
32800,1.0,win
32801,0.5,tie
32802,0.5,tie
32803,1.0,win
32804,1.0,win
32805,-1.0,lose
32806,1.0,win
32807,0.5,tie
32808,1.0,win
32809,1.0,win
32810,1.0,win
32811,1.0,win
32812,1.0,win
32813,1.0,win
32814,1.0,win
32815,1.0,win
32816,1.0,win
32817,1.0,win
32818,1.0,win
32819,1.0,win
32820,1.0,win
32821,-1.0,lose
32822,-1.0,lose
32823,0.5,tie
32824,-1.0,lose
32825,1.0,win
32826,0.5,tie
32827,1.0,win
32828,1.0,win
32829,1.0,win
32830,1.0,win
32831,-1.0,lose
32832,1.0,win
32833,1.0,win
32834,1.0,win
32835,1.0,win
32836,1.0,win
32837,1.0,win
32838,1.0,win
32839,1.0,win
32840,1.0,win
32841,0.5,tie
32842,1.0,win
32843,1.0,win
32844,1.0,win
32845,1.0,win
32846,1.0,win
32847,1.0,win
32848,0.5,tie
32849,0.5,tie
32850,1.0,win
32851,1.0,win
32852,1.0,win
32853,1.0,win
32854,1.0,win
32855,1.0,win
32856,1.0,win
32857,1.0,win
32858,1.0,win
32859,1.0,win
32860,1.0,win
32861,1.0,win
32862,1.0,win
32863,1.0,win
32864,1.0,win
32865,-1.0,lose
32866,1.0,win
32867,-1.0,lose
32868,1.0,win
32869,1.0,win
32870,1.0,win
32871,1.0,win
32872,-1.0,lose
32873,-1.0,lose
32874,1.0,win
32875,1.0,win
32876,0.5,tie
32877,-1.0,lose
32878,1.0,win
32879,1.0,win
32880,-1.0,lose
32881,1.0,win
32882,1.0,win
32883,1.0,win
32884,1.0,win
32885,1.0,win
32886,-1.0,lose
32887,1.0,win
